"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0032429","regulation of phospholipase A2 activity","BP",9,0,5,1,0.00290657564873632
"GO:0032430","positive regulation of phospholipase A2 activity","BP",5,0,3,1,0.0177086503384347
"GO:0034390","smooth muscle cell apoptotic process","BP",34,4,7,0.276946928228441,0.142362426679047
"GO:0034391","regulation of smooth muscle cell apoptotic process","BP",33,4,7,0.259051963743707,0.126361757864625
"GO:0034392","negative regulation of smooth muscle cell apoptotic process","BP",18,3,5,0.164076709988588,0.073199254569848
"GO:0042401","biogenic amine biosynthetic process","BP",27,5,4,0.0564937042158096,0.47020964322496
"GO:0042416","dopamine biosynthetic process","BP",11,1,2,0.593970004948271,0.426721528328094
"GO:0042423","catecholamine biosynthetic process","BP",16,3,2,0.126170300147618,0.632750923226719
"GO:0043627","response to estrogen","BP",63,9,18,0.0569471381957018,0.00078311251288752
"GO:0044403","biological process involved in symbiotic interaction","BP",135,12,23,0.372937234111817,0.101329750224191
"GO:0044409","symbiont entry into host","BP",69,5,15,0.640746175766228,0.0288031058067772
"GO:0046189","phenol-containing compound biosynthetic process","BP",33,5,7,0.113397587446131,0.126361757864625
"GO:0046718","symbiont entry into host cell","BP",66,5,15,0.600965977931359,0.0197331445923127
"GO:0051412","response to corticosterone","BP",16,3,6,0.126170300147618,0.0117955324426167
"GO:0051701","biological process involved in interaction with host","BP",112,11,18,0.265179037323471,0.196024454297584
"GO:0060193","positive regulation of lipase activity","BP",18,1,8,0.771277196235733,0.00102225274821149
"GO:0071385","cellular response to glucocorticoid stimulus","BP",57,9,6,0.0327853942050079,0.764715601701425
"GO:0071549","cellular response to dexamethasone stimulus","BP",30,5,5,0.0823323218795147,0.346878816491039
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",13,3,2,0.0765988392154018,0.516629686458987
"GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",8,2,1,0.126059346954752,0.670437946383811
"GO:1905288","vascular associated smooth muscle cell apoptotic process","BP",15,3,3,0.108562991799428,0.306280182745701
"GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","BP",15,3,3,0.108562991799428,0.306280182745701
"GO:0002424","T cell mediated immune response to tumor cell","BP",13,3,2,0.0765988392154018,0.516629686458987
"GO:0002704","negative regulation of leukocyte mediated immunity","BP",46,5,8,0.293643524465681,0.2395889118541
"GO:0002707","negative regulation of lymphocyte mediated immunity","BP",38,4,8,0.349949625892832,0.110166529457246
"GO:0002710","negative regulation of T cell mediated immunity","BP",18,2,5,0.419435014196582,0.073199254569848
"GO:0002820","negative regulation of adaptive immune response","BP",43,4,9,0.441139528648327,0.0963768025897644
"GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",40,4,8,0.386672675965918,0.138103427900631
"GO:0002834","regulation of response to tumor cell","BP",20,4,3,0.0670041255758918,0.489543463728573
"GO:0002835","negative regulation of response to tumor cell","BP",6,2,1,0.0749389808521366,0.565011609724336
"GO:0002837","regulation of immune response to tumor cell","BP",19,4,3,0.0570178184691629,0.454370639502764
"GO:0002838","negative regulation of immune response to tumor cell","BP",6,2,1,0.0749389808521366,0.565011609724336
"GO:0002840","regulation of T cell mediated immune response to tumor cell","BP",13,3,2,0.0765988392154018,0.516629686458987
"GO:0002841","negative regulation of T cell mediated immune response to tumor cell","BP",4,2,1,0.0333153938203955,0.425881398911046
"GO:0003208","cardiac ventricle morphogenesis","BP",63,3,16,0.882224203391692,0.00549510544291247
"GO:0003214","cardiac left ventricle morphogenesis","BP",18,1,5,0.771277196235733,0.073199254569848
"GO:0003241","growth involved in heart morphogenesis","BP",4,0,1,1,0.425881398911046
"GO:0003243","circumferential growth involved in left ventricle morphogenesis","BP",1,0,0,1,1
"GO:0006352","DNA-templated transcription initiation","BP",182,5,12,0.999009495202895,0.998160775467233
"GO:0006367","transcription initiation at RNA polymerase II promoter","BP",145,4,8,0.997315687714043,0.999035835490204
"GO:0006805","xenobiotic metabolic process","BP",59,12,13,0.00185818408209111,0.0362762467375678
"GO:0019369","arachidonate metabolic process","BP",32,6,6,0.0361757861911437,0.227521246210621
"GO:0030850","prostate gland development","BP",49,3,17,0.7520033712534,8.14797826886862e-05
"GO:0032922","circadian regulation of gene expression","BP",64,6,4,0.390027646998843,0.973387635273997
"GO:0033689","negative regulation of osteoblast proliferation","BP",12,1,1,0.625925348879772,0.810849840807543
"GO:0035166","post-embryonic hemopoiesis","BP",7,0,0,1,1
"GO:0040010","positive regulation of growth rate","BP",4,0,1,1,0.425881398911046
"GO:0043029","T cell homeostasis","BP",47,3,5,0.72611949158097,0.745679523080319
"GO:0045668","negative regulation of osteoblast differentiation","BP",54,4,10,0.622967792807188,0.154019480021987
"GO:0045793","positive regulation of cell size","BP",18,2,1,0.419435014196582,0.917778193726498
"GO:0045898","regulation of RNA polymerase II transcription preinitiation complex assembly","BP",9,1,1,0.521644595305149,0.713146090139783
"GO:0045899","positive regulation of RNA polymerase II transcription preinitiation complex assembly","BP",7,1,0,0.436448284927828,1
"GO:0046683","response to organophosphorus","BP",120,12,22,0.233768934891914,0.0569173553228656
"GO:0051123","RNA polymerase II preinitiation complex assembly","BP",57,1,5,0.990699470729589,0.877147212881869
"GO:0051591","response to cAMP","BP",83,9,15,0.203822196798404,0.112404175085757
"GO:0060260","regulation of transcription initiation by RNA polymerase II","BP",74,2,4,0.983121256140065,0.990184342717178
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP",64,2,2,0.966073720146343,0.998554419137315
"GO:0065004","protein-DNA complex assembly","BP",161,1,9,0.999998254496466,0.999360306242962
"GO:0070897","transcription preinitiation complex assembly","BP",66,1,5,0.995563514602822,0.940951771221088
"GO:0071320","cellular response to cAMP","BP",45,7,6,0.0601000339411276,0.536122509496314
"GO:0071824","protein-DNA complex organization","BP",180,2,10,0.999994011909141,0.999677365972118
"GO:0071897","DNA biosynthetic process","BP",166,4,16,0.999310009394869,0.923176992713632
"GO:0072102","glomerulus morphogenesis","BP",10,1,2,0.559287279169741,0.378562591930954
"GO:0097267","omega-hydroxylase P450 pathway","BP",3,0,0,1,1
"GO:1903165","response to polycyclic arene","BP",3,1,0,0.217883340118557,1
"GO:1903166","cellular response to polycyclic arene","BP",1,0,0,1,1
"GO:1903170","negative regulation of calcium ion transmembrane transport","BP",40,5,6,0.203223062839732,0.417775012081831
"GO:1904612","response to 2,3,7,8-tetrachlorodibenzodioxine","BP",4,0,1,1,0.425881398911046
"GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodioxine","BP",3,0,1,1,0.340435301822401
"GO:1904681","response to 3-methylcholanthrene","BP",2,1,0,0.151112657215506,1
"GO:1904682","cellular response to 3-methylcholanthrene","BP",1,0,0,1,1
"GO:2000142","regulation of DNA-templated transcription initiation","BP",82,2,5,0.990444250480966,0.98599110177697
"GO:2000144","positive regulation of DNA-templated transcription initiation","BP",71,2,3,0.979154431058401,0.996535422368932
"GO:2000278","regulation of DNA biosynthetic process","BP",107,2,9,0.998455574272826,0.946468291198146
"GO:2000279","negative regulation of DNA biosynthetic process","BP",33,0,4,1,0.634541608941072
"GO:0002548","monocyte chemotaxis","BP",30,2,8,0.69525869982152,0.0331158119057179
"GO:0014738","regulation of muscle hyperplasia","BP",3,0,2,1,0.0459677708111763
"GO:0014739","positive regulation of muscle hyperplasia","BP",1,0,1,1,0.129524417491222
"GO:0014744","positive regulation of muscle adaptation","BP",6,1,1,0.388323538759607,0.565011609724336
"GO:0014900","muscle hyperplasia","BP",3,0,2,1,0.0459677708111763
"GO:0014912","negative regulation of smooth muscle cell migration","BP",36,1,9,0.947778373574429,0.0364018369791322
"GO:0030046","parallel actin filament bundle assembly","BP",5,0,3,1,0.0177086503384347
"GO:0031529","ruffle organization","BP",52,7,12,0.111223523836727,0.0311952198855588
"GO:0051764","actin crosslink formation","BP",14,1,5,0.682494324867858,0.0264666457946613
"GO:0071670","smooth muscle cell chemotaxis","BP",10,1,2,0.559287279169741,0.378562591930954
"GO:0071671","regulation of smooth muscle cell chemotaxis","BP",8,1,2,0.480789561781124,0.277932901677818
"GO:0071672","negative regulation of smooth muscle cell chemotaxis","BP",4,0,1,1,0.425881398911046
"GO:0071673","positive regulation of smooth muscle cell chemotaxis","BP",5,1,2,0.336092779108362,0.128355917368491
"GO:0090025","regulation of monocyte chemotaxis","BP",23,2,6,0.549790055939403,0.0675917233413745
"GO:0090026","positive regulation of monocyte chemotaxis","BP",16,1,5,0.73051461192937,0.0463733188332004
"GO:0090269","fibroblast growth factor production","BP",11,1,4,0.593970004948271,0.043656909456521
"GO:0090270","regulation of fibroblast growth factor production","BP",11,1,4,0.593970004948271,0.043656909456521
"GO:0090271","positive regulation of fibroblast growth factor production","BP",6,0,2,1,0.176518567158426
"GO:0097178","ruffle assembly","BP",40,6,11,0.0905693540318088,0.0107263375297693
"GO:0006626","protein targeting to mitochondrion","BP",76,2,4,0.985347406369991,0.992006372564815
"GO:0070585","protein localization to mitochondrion","BP",104,2,4,0.998072327688125,0.999613343444811
"GO:0072655","establishment of protein localization to mitochondrion","BP",95,2,4,0.996268475584972,0.998948171463276
"GO:0002458","peripheral T cell tolerance induction","BP",1,0,0,1,1
"GO:0002461","tolerance induction dependent upon immune response","BP",2,0,1,1,0.242279458151993
"GO:0002465","peripheral tolerance induction","BP",2,0,1,1,0.242279458151993
"GO:0002507","tolerance induction","BP",21,2,4,0.500147322724004,0.285423428304562
"GO:0002508","central tolerance induction","BP",2,0,1,1,0.242279458151993
"GO:0002509","central tolerance induction to self antigen","BP",1,0,0,1,1
"GO:0002513","tolerance induction to self antigen","BP",6,0,0,1,1
"GO:0002517","T cell tolerance induction","BP",10,1,2,0.559287279169741,0.378562591930954
"GO:0043383","negative T cell selection","BP",11,1,2,0.593970004948271,0.426721528328094
"GO:0045058","T cell selection","BP",47,7,8,0.072867194582425,0.258566916765844
"GO:0045060","negative thymic T cell selection","BP",11,1,2,0.593970004948271,0.426721528328094
"GO:0045061","thymic T cell selection","BP",21,3,4,0.225988521543272,0.285423428304562
"GO:0097536","thymus epithelium morphogenesis","BP",1,0,0,1,1
"GO:0006172","ADP biosynthetic process","BP",4,2,1,0.0333153938203955,0.425881398911046
"GO:0009133","nucleoside diphosphate biosynthetic process","BP",13,5,1,0.00224815451879589,0.835368187003256
"GO:0009136","purine nucleoside diphosphate biosynthetic process","BP",5,2,1,0.0526588279896088,0.500262769296684
"GO:0009180","purine ribonucleoside diphosphate biosynthetic process","BP",5,2,1,0.0526588279896088,0.500262769296684
"GO:0009188","ribonucleoside diphosphate biosynthetic process","BP",10,4,1,0.00543746546864057,0.750322034385208
"GO:0010828","positive regulation of D-glucose transmembrane transport","BP",46,5,6,0.293643524465681,0.558613123421835
"GO:0046940","nucleoside monophosphate phosphorylation","BP",9,4,1,0.00347755094035811,0.713146090139783
"GO:0046039","GTP metabolic process","BP",26,3,2,0.335802174504523,0.868059470063731
"GO:0010614","negative regulation of cardiac muscle hypertrophy","BP",34,3,4,0.506958211939392,0.658496465752926
"GO:0014741","negative regulation of muscle hypertrophy","BP",35,3,4,0.526826317634836,0.681365851816994
"GO:0051607","defense response to virus","BP",255,22,30,0.35680979523372,0.742397788869506
"GO:0140374","antiviral innate immune response","BP",55,2,7,0.93737617028089,0.580359997945102
"GO:0001958","endochondral ossification","BP",36,2,8,0.786913421829261,0.0856401499192031
"GO:0006766","vitamin metabolic process","BP",80,12,8,0.021964778500794,0.829825431660338
"GO:0006767","water-soluble vitamin metabolic process","BP",50,6,4,0.19716416155308,0.902995772377655
"GO:0033280","response to vitamin D","BP",32,5,6,0.102485880339572,0.227521246210621
"GO:0034505","tooth mineralization","BP",30,8,8,0.00174875723683321,0.0331158119057179
"GO:0034516","response to vitamin B6","BP",2,0,1,1,0.242279458151993
"GO:0036005","response to macrophage colony-stimulating factor","BP",51,6,19,0.209742215594015,9.75612380276008e-06
"GO:0036075","replacement ossification","BP",36,2,8,0.786913421829261,0.0856401499192031
"GO:0042816","vitamin B6 metabolic process","BP",5,2,1,0.0526588279896088,0.500262769296684
"GO:0042822","pyridoxal phosphate metabolic process","BP",4,1,1,0.279405988884611,0.425881398911046
"GO:0046677","response to antibiotic","BP",41,4,6,0.404946399331472,0.442007345653131
"GO:0055062","phosphate ion homeostasis","BP",15,2,2,0.332590939481673,0.59664308386604
"GO:0060350","endochondral bone morphogenesis","BP",63,4,12,0.740530743471017,0.108112076063621
"GO:0071529","cementum mineralization","BP",6,1,3,0.388323538759607,0.0320306177886214
"GO:0140588","chromatin looping","BP",136,4,4,0.995271782172259,0.999990498507499
"GO:0140651","futile creatine cycle","BP",2,0,1,1,0.242279458151993
"GO:1902074","response to salt","BP",22,2,7,0.525407645916404,0.0176142099514542
"GO:1904383","response to sodium phosphate","BP",9,0,5,1,0.00290657564873632
"GO:0001510","RNA methylation","BP",66,0,1,1,0.999896471496808
"GO:0001836","release of cytochrome c from mitochondria","BP",65,3,10,0.894748468758637,0.330732367616324
"GO:0003376","sphingosine-1-phosphate receptor signaling pathway","BP",14,0,2,1,0.557928030383328
"GO:0005979","regulation of glycogen biosynthetic process","BP",28,3,4,0.380009244989276,0.499728263498618
"GO:0006396","RNA processing","BP",880,12,34,1,1
"GO:0006399","tRNA metabolic process","BP",188,8,2,0.983580869737966,0.999999999882808
"GO:0006400","tRNA modification","BP",90,2,0,0.994631403837263,1
"GO:0006511","ubiquitin-dependent protein catabolic process","BP",595,29,35,0.99872130488902,0.999999997169259
"GO:0006851","mitochondrial calcium ion transmembrane transport","BP",24,3,1,0.291441259596744,0.96427119838775
"GO:0006924","activation-induced cell death of T cells","BP",12,2,0,0.24246122170175,1
"GO:0006984","ER-nucleus signaling pathway","BP",47,2,6,0.89368795173198,0.580578225023923
"GO:0006986","response to unfolded protein","BP",116,12,12,0.200519813152103,0.836025414096752
"GO:0007252","I-kappaB phosphorylation","BP",14,3,1,0.092002850877906,0.856709737512481
"GO:0008033","tRNA processing","BP",128,2,0,0.999678466696895,1
"GO:0008637","apoptotic mitochondrial changes","BP",116,6,14,0.901905585890561,0.653432874848577
"GO:0009408","response to heat","BP",84,4,18,0.905212898059558,0.0204316676979833
"GO:0009451","RNA modification","BP",143,3,4,0.999313289845977,0.999995877098988
"GO:0010466","negative regulation of peptidase activity","BP",37,2,8,0.79958376258032,0.0974667051070787
"GO:0010498","proteasomal protein catabolic process","BP",546,27,37,0.997589141640422,0.999999223760772
"GO:0010746","regulation of long-chain fatty acid import across plasma membrane","BP",6,2,0,0.0749389808521366,1
"GO:0010748","negative regulation of long-chain fatty acid import across plasma membrane","BP",4,1,0,0.279405988884611,1
"GO:0010821","regulation of mitochondrion organization","BP",122,11,16,0.364000305898799,0.519391583748669
"GO:0010918","positive regulation of mitochondrial membrane potential","BP",14,4,1,0.0201174631195524,0.856709737512481
"GO:0010951","negative regulation of endopeptidase activity","BP",28,2,7,0.658161066377455,0.0614760956623282
"GO:0010962","regulation of glucan biosynthetic process","BP",28,3,4,0.380009244989276,0.499728263498618
"GO:0015911","long-chain fatty acid import across plasma membrane","BP",10,4,1,0.00543746546864057,0.750322034385208
"GO:0019941","modification-dependent protein catabolic process","BP",607,29,36,0.999185422250534,0.999999997397472
"GO:0021510","spinal cord development","BP",74,8,11,0.22457011190904,0.361091197041174
"GO:0022605","mammalian oogenesis stage","BP",11,0,3,1,0.161847378143823
"GO:0030488","tRNA methylation","BP",39,0,0,1,1
"GO:0030968","endoplasmic reticulum unfolded protein response","BP",76,10,8,0.0734601806435605,0.78455738639548
"GO:0031641","regulation of myelination","BP",56,7,11,0.148223231733016,0.101924704664194
"GO:0031663","lipopolysaccharide-mediated signaling pathway","BP",53,7,10,0.119968693883025,0.140858804169829
"GO:0031929","TOR signaling","BP",177,19,18,0.102681132383949,0.892120679934837
"GO:0031998","regulation of fatty acid beta-oxidation","BP",21,4,3,0.0778305568399839,0.523563469632574
"GO:0031999","negative regulation of fatty acid beta-oxidation","BP",7,2,1,0.0995750617502844,0.621374815795562
"GO:0032006","regulation of TOR signaling","BP",149,15,15,0.193930584872448,0.883165227049737
"GO:0032008","positive regulation of TOR signaling","BP",73,8,6,0.213853588224645,0.924278519330028
"GO:0032071","regulation of endodeoxyribonuclease activity","BP",7,0,0,1,1
"GO:0032075","positive regulation of nuclease activity","BP",5,0,0,1,1
"GO:0032077","positive regulation of deoxyribonuclease activity","BP",5,0,0,1,1
"GO:0032079","positive regulation of endodeoxyribonuclease activity","BP",4,0,0,1,1
"GO:0032094","response to food","BP",31,8,6,0.00219685543291547,0.205734513826625
"GO:0032259","methylation","BP",188,6,7,0.997662185949329,0.999996664372438
"GO:0032287","peripheral nervous system myelin maintenance","BP",8,0,1,1,0.670437946383811
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",126,6,7,0.937834734469413,0.998073449595633
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",78,4,6,0.87153455373619,0.949034907880024
"GO:0032770","positive regulation of monooxygenase activity","BP",18,2,1,0.419435014196582,0.917778193726498
"GO:0032881","regulation of polysaccharide metabolic process","BP",45,4,5,0.476649857453966,0.709691377834572
"GO:0032885","regulation of polysaccharide biosynthetic process","BP",37,4,5,0.331578825732927,0.532573480335658
"GO:0034620","cellular response to unfolded protein","BP",88,10,9,0.15238358386319,0.820697007863174
"GO:0035655","interleukin-18-mediated signaling pathway","BP",9,1,0,0.521644595305149,1
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","BP",93,6,30,0.749395846076241,1.07533809453748e-06
"GO:0035966","response to topologically incorrect protein","BP",133,13,13,0.246542030442405,0.893587544867753
"GO:0035967","cellular response to topologically incorrect protein","BP",104,11,10,0.193733617853668,0.881048453522984
"GO:0036444","calcium import into the mitochondrion","BP",18,0,1,1,0.917778193726498
"GO:0036499","PERK-mediated unfolded protein response","BP",21,1,5,0.821164784967632,0.126004766377292
"GO:0038202","TORC1 signaling","BP",115,10,7,0.418590230304957,0.994684264754895
"GO:0038203","TORC2 signaling","BP",22,3,1,0.247544090800003,0.952827250980587
"GO:0042640","anagen","BP",14,0,4,1,0.096808150783046
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP",417,18,26,0.998822712585819,0.999997946020403
"GO:0043217","myelin maintenance","BP",16,1,3,0.73051461192937,0.343888208341287
"GO:0043414","macromolecule methylation","BP",114,3,3,0.995034273290983,0.999979212960434
"GO:0043632","modification-dependent macromolecule catabolic process","BP",612,29,37,0.999327146213551,0.999999995734943
"GO:0044539","long-chain fatty acid import into cell","BP",17,7,1,0.000175991747939991,0.905528539204952
"GO:0044848","biological phase","BP",42,3,4,0.652263938786986,0.811196125111955
"GO:0044851","hair cycle phase","BP",20,2,4,0.474036960706791,0.255057968889844
"GO:0045598","regulation of fat cell differentiation","BP",134,16,22,0.0611922275819913,0.142755151852766
"GO:0045600","positive regulation of fat cell differentiation","BP",65,9,12,0.0670292626205763,0.128841144689101
"GO:0045725","positive regulation of glycogen biosynthetic process","BP",15,2,3,0.332590939481673,0.306280182745701
"GO:0045792","negative regulation of cell size","BP",13,0,1,1,0.835368187003256
"GO:0045838","positive regulation of membrane potential","BP",19,5,2,0.0136704024636474,0.72586250326054
"GO:0045861","negative regulation of proteolysis","BP",142,7,14,0.936653321461337,0.893932313406019
"GO:0046326","positive regulation of D-glucose import","BP",39,4,4,0.368327714653299,0.761903462935423
"GO:0046329","negative regulation of JNK cascade","BP",36,6,3,0.0597074760281639,0.862626497100003
"GO:0046686","response to cadmium ion","BP",45,4,5,0.476649857453966,0.709691377834572
"GO:0048009","insulin-like growth factor receptor signaling pathway","BP",86,6,24,0.678617019679242,0.000169077472592381
"GO:0048477","oogenesis","BP",93,6,22,0.749395846076241,0.00329735599052428
"GO:0048820","hair follicle maturation","BP",26,2,5,0.617527647387762,0.240971981369463
"GO:0051000","positive regulation of nitric-oxide synthase activity","BP",10,1,1,0.559287279169741,0.750322034385208
"GO:0051346","negative regulation of hydrolase activity","BP",84,8,17,0.34014246162652,0.0394044723130446
"GO:0051603","proteolysis involved in protein catabolic process","BP",753,38,52,0.999280572336688,0.999999983661249
"GO:0055094","response to lipoprotein particle","BP",26,5,5,0.0490861944841279,0.240971981369463
"GO:0060416","response to growth hormone","BP",27,3,3,0.357959750541762,0.698053761605738
"GO:0060674","placenta blood vessel development","BP",33,3,6,0.486663098670779,0.25000113250973
"GO:0060706","cell differentiation involved in embryonic placenta development","BP",28,2,3,0.658161066377455,0.721852821378593
"GO:0060709","glycogen cell differentiation involved in embryonic placenta development","BP",1,0,0,1,1
"GO:0060716","labyrinthine layer blood vessel development","BP",22,3,4,0.247544090800003,0.316264116346658
"GO:0061136","regulation of proteasomal protein catabolic process","BP",190,9,13,0.967594651147248,0.99773762902763
"GO:0061462","protein localization to lysosome","BP",49,2,4,0.906714498522973,0.894219586205899
"GO:0070141","response to UV-A","BP",12,1,2,0.625925348879772,0.472836771008061
"GO:0070673","response to interleukin-18","BP",12,1,1,0.625925348879772,0.810849840807543
"GO:0070849","response to epidermal growth factor","BP",52,3,2,0.787097622615909,0.993621971343581
"GO:0070873","regulation of glycogen metabolic process","BP",36,3,4,0.546241623581448,0.703138544373491
"GO:0070875","positive regulation of glycogen metabolic process","BP",21,2,3,0.500147322724004,0.523563469632574
"GO:0071260","cellular response to mechanical stimulus","BP",69,4,19,0.802006394993301,0.000930980021220894
"GO:0071276","cellular response to cadmium ion","BP",24,3,4,0.291441259596744,0.378474085338384
"GO:0071351","cellular response to interleukin-18","BP",9,1,0,0.521644595305149,1
"GO:0071364","cellular response to epidermal growth factor stimulus","BP",48,3,2,0.739316392975882,0.989631540963905
"GO:0071404","cellular response to low-density lipoprotein particle stimulus","BP",25,5,4,0.0422846696243344,0.409437610073534
"GO:0071496","cellular response to external stimulus","BP",71,4,20,0.8196764391625,0.000501901559938374
"GO:0071676","negative regulation of mononuclear cell migration","BP",22,3,8,0.247544090800003,0.00463617437336906
"GO:0072595","maintenance of protein localization in organelle","BP",44,0,7,1,0.341668383542964
"GO:0072656","maintenance of protein location in mitochondrion","BP",5,0,0,1,1
"GO:0072665","protein localization to vacuole","BP",73,2,5,0.981888209926145,0.96793441164411
"GO:0090199","regulation of release of cytochrome c from mitochondria","BP",48,3,6,0.739316392975882,0.60197437224291
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","BP",21,1,2,0.821164784967632,0.776178774813023
"GO:0090520","sphingolipid mediated signaling pathway","BP",16,0,3,1,0.343888208341287
"GO:0097011","cellular response to granulocyte macrophage colony-stimulating factor stimulus","BP",10,0,3,1,0.129613613956377
"GO:0097012","response to granulocyte macrophage colony-stimulating factor","BP",11,0,3,1,0.161847378143823
"GO:0097194","execution phase of apoptosis","BP",64,9,3,0.0618574251857579,0.992395023510937
"GO:0110002","regulation of tRNA methylation","BP",1,0,0,1,1
"GO:0110097","regulation of calcium import into the mitochondrion","BP",7,0,0,1,1
"GO:0110099","negative regulation of calcium import into the mitochondrion","BP",4,0,0,1,1
"GO:0120033","negative regulation of plasma membrane bounded cell projection assembly","BP",40,5,6,0.203223062839732,0.417775012081831
"GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","BP",9,4,0,0.00347755094035811,1
"GO:0140212","regulation of long-chain fatty acid import into cell","BP",8,3,0,0.0201222061368812,1
"GO:0140213","negative regulation of long-chain fatty acid import into cell","BP",4,1,0,0.279405988884611,1
"GO:0140354","lipid import into cell","BP",22,8,3,0.000168262294257088,0.556294946467193
"GO:0140467","integrated stress response signaling","BP",29,1,6,0.907232011338862,0.164655961909186
"GO:0150031","regulation of protein localization to lysosome","BP",5,0,1,1,0.500262769296684
"GO:0150033","negative regulation of protein localization to lysosome","BP",2,0,0,1,1
"GO:0170036","import into the mitochondrion","BP",53,1,1,0.98707827208462,0.999367003677834
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","BP",30,2,5,0.69525869982152,0.346878816491039
"GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","BP",19,2,3,0.447115574437535,0.454370639502764
"GO:1901653","cellular response to peptide","BP",15,1,3,0.707487423824014,0.306280182745701
"GO:1901800","positive regulation of proteasomal protein catabolic process","BP",109,6,9,0.867177017993708,0.953481781718484
"GO:1902001","fatty acid transmembrane transport","BP",15,5,1,0.00459419692082417,0.875285927058656
"GO:1902017","regulation of cilium assembly","BP",74,4,17,0.843724531694263,0.012257178376132
"GO:1902018","negative regulation of cilium assembly","BP",23,1,4,0.848223840179258,0.347351661051907
"GO:1902116","negative regulation of organelle assembly","BP",48,1,7,0.980511288154767,0.430805194491011
"GO:1903050","regulation of proteolysis involved in protein catabolic process","BP",224,11,17,0.969509859492026,0.99621306745854
"GO:1903052","positive regulation of proteolysis involved in protein catabolic process","BP",127,8,11,0.790820534312076,0.949431400103205
"GO:1903078","positive regulation of protein localization to plasma membrane","BP",60,4,10,0.704775241981248,0.244360457576289
"GO:1903326","regulation of tRNA metabolic process","BP",6,0,0,1,1
"GO:1903432","regulation of TORC1 signaling","BP",102,10,6,0.280503624961673,0.993780927067628
"GO:1903573","negative regulation of response to endoplasmic reticulum stress","BP",45,6,3,0.139069408282733,0.942630484228597
"GO:1903719","regulation of I-kappaB phosphorylation","BP",5,0,1,1,0.500262769296684
"GO:1903721","positive regulation of I-kappaB phosphorylation","BP",5,0,1,1,0.500262769296684
"GO:1903897","regulation of PERK-mediated unfolded protein response","BP",14,0,5,1,0.0264666457946613
"GO:1903898","negative regulation of PERK-mediated unfolded protein response","BP",11,0,3,1,0.161847378143823
"GO:1903939","regulation of TORC2 signaling","BP",12,1,1,0.625925348879772,0.810849840807543
"GO:1904263","positive regulation of TORC1 signaling","BP",57,7,2,0.158281333257665,0.996548574218985
"GO:1904377","positive regulation of protein localization to cell periphery","BP",70,5,11,0.653443505159076,0.293451298491933
"GO:1904515","positive regulation of TORC2 signaling","BP",8,1,1,0.480789561781124,0.670437946383811
"GO:1905550","regulation of protein localization to endoplasmic reticulum","BP",5,0,0,1,1
"GO:1905552","positive regulation of protein localization to endoplasmic reticulum","BP",3,0,0,1,1
"GO:1905897","regulation of response to endoplasmic reticulum stress","BP",83,8,8,0.328089240848982,0.858624978527506
"GO:1990418","response to insulin-like growth factor stimulus","BP",2,1,0,0.151112657215506,1
"GO:2000010","positive regulation of protein localization to cell surface","BP",23,3,1,0.26939234067491,0.958945866831792
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","BP",161,7,11,0.973741181743163,0.995761431263775
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","BP",97,5,8,0.887783000779573,0.945380515771791
"GO:2000191","regulation of fatty acid transport","BP",31,6,1,0.0314107693828142,0.986493790601237
"GO:2000192","negative regulation of fatty acid transport","BP",8,2,0,0.126059346954752,1
"GO:2000235","regulation of tRNA processing","BP",1,0,0,1,1
"GO:2000402","negative regulation of lymphocyte migration","BP",9,1,4,0.521644595305149,0.0206058237153362
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","BP",104,8,11,0.578910177095304,0.805724765988398
"GO:0002181","cytoplasmic translation","BP",162,5,5,0.996649300787989,0.999997411165102
"GO:0002183","cytoplasmic translational initiation","BP",46,2,2,0.886557378959597,0.986806724980525
"GO:0002191","cap-dependent translational initiation","BP",8,0,2,1,0.277932901677818
"GO:0006413","translational initiation","BP",112,5,6,0.945924841311534,0.997605822829949
"GO:0006446","regulation of translational initiation","BP",69,4,4,0.802006394993301,0.983733241196198
"GO:0008380","RNA splicing","BP",425,5,17,0.999999999958915,0.999999999949452
"GO:0009642","response to light intensity","BP",14,1,1,0.682494324867858,0.856709737512481
"GO:0009644","response to high light intensity","BP",3,0,0,1,1
