"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0032502","developmental process","BP",5366,558,704,2.25290372329262e-07,2.67648337896407e-13
"GO:0036211","protein modification process","BP",2379,190,251,0.939866923895657,0.556479752998623
"GO:0038083","peptidyl-tyrosine autophosphorylation","BP",20,2,3,0.535282539662009,0.358284272793193
"GO:0043170","macromolecule metabolic process","BP",7338,505,775,0.999999999999999,0.592383848676242
"GO:0043412","macromolecule modification","BP",2525,193,269,0.989042653401598,0.484968033117494
"GO:0044238","primary metabolic process","BP",8034,574,820,0.999999999999969,0.958409359280956
"GO:0046777","protein autophosphorylation","BP",187,16,25,0.583258760810075,0.134561396057161
"GO:0048513","animal organ development","BP",2653,296,392,2.56679923818923e-06,1.34385321585022e-13
"GO:0048731","system development","BP",3458,377,466,6.96421778468793e-07,9.56676160534128e-10
"GO:0048856","anatomical structure development","BP",4986,525,668,1.28269557958995e-07,1.94958288068666e-14
"GO:0051402","neuron apoptotic process","BP",334,31,44,0.402415812658709,0.0774052121528666
"GO:0060322","head development","BP",660,49,90,0.911853092702893,0.0074160008202605
"GO:0071840","cellular component organization or biogenesis","BP",6075,521,771,0.782804581499674,1.68734471145632e-11
"GO:0002237","response to molecule of bacterial origin","BP",302,23,50,0.794537925764698,0.000964700664117596
"GO:0002790","peptide secretion","BP",250,23,41,0.441330783950621,0.00313898859602055
"GO:0006066","alcohol metabolic process","BP",283,52,28,2.37520989819315e-07,0.683080908266993
"GO:0006497","protein lipidation","BP",54,6,4,0.337385765172345,0.839086498607251
"GO:0006629","lipid metabolic process","BP",1121,131,121,0.000372881226052888,0.435882335006331
"GO:0006810","transport","BP",3647,326,430,0.36967978385864,0.00501558402369118
"GO:0006869","lipid transport","BP",339,41,46,0.0225606480794632,0.0485684118006641
"GO:0006897","endocytosis","BP",611,66,73,0.0458653264963244,0.153226757476215
"GO:0006909","phagocytosis","BP",180,19,24,0.23366889957526,0.143182003203151
"GO:0006911","phagocytosis, engulfment","BP",41,2,8,0.886450807434104,0.0634880233648576
"GO:0006950","response to stress","BP",3306,281,437,0.756816245699075,5.35287987873038e-08
"GO:0006996","organelle organization","BP",3205,286,368,0.393952400415853,0.0407016276293959
"GO:0007033","vacuole organization","BP",229,21,12,0.452942513763474,0.998726651868937
"GO:0007040","lysosome organization","BP",96,8,7,0.615712536429814,0.895532319132383
"GO:0007154","cell communication","BP",4740,492,655,2.85275182744389e-06,2.94278441807885e-17
"GO:0007165","signal transduction","BP",4314,448,592,1.06213137643539e-05,1.72057352119299e-14
"GO:0007166","cell surface receptor signaling pathway","BP",2213,242,317,0.000104246731073453,2.35835293461091e-09
"GO:0007186","G protein-coupled receptor signaling pathway","BP",535,59,89,0.0405787270272384,1.05593759475455e-05
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP",153,19,32,0.0785017896815405,0.000129095085280887
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",109,11,27,0.361983671357657,1.97748959289658e-05
"GO:0007264","small GTPase-mediated signal transduction","BP",406,38,44,0.366060043617394,0.465980558298523
"GO:0007266","Rho protein signal transduction","BP",129,12,22,0.46313575596736,0.0168734980367988
"GO:0007267","cell-cell signaling","BP",1028,110,156,0.0164102091678951,1.83736615236528e-06
"GO:0007584","response to nutrient","BP",156,23,20,0.00958971043033547,0.217132991607579
"GO:0008104","protein localization","BP",2375,199,229,0.789696651556293,0.957499361106019
"GO:0008202","steroid metabolic process","BP",239,45,25,7.53652055341591e-07,0.562862935152601
"GO:0008203","cholesterol metabolic process","BP",119,30,6,8.74819663372886e-08,0.989958084067223
"GO:0009058","biosynthetic process","BP",6374,445,671,0.999999999991642,0.627163048003416
"GO:0009059","macromolecule biosynthetic process","BP",5554,360,592,0.999999999999996,0.458462777324462
"GO:0009306","protein secretion","BP",346,33,43,0.336715197992225,0.154331170623136
"GO:0009410","response to xenobiotic stimulus","BP",350,39,55,0.0733785346780091,0.00190660817857562
"GO:0009605","response to external stimulus","BP",1859,183,261,0.0494445818908608,5.00111760553711e-07
"GO:0009607","response to biotic stimulus","BP",1254,102,178,0.817472909255533,2.20066243723964e-05
"GO:0009617","response to bacterium","BP",559,59,98,0.0798027098550012,3.40228222011076e-07
"GO:0009966","regulation of signal transduction","BP",2651,262,331,0.0170302623271534,0.000424852433270715
"GO:0010256","endomembrane system organization","BP",518,47,43,0.431632037467344,0.968418596757384
"GO:0010324","membrane invagination","BP",58,3,10,0.894833712900078,0.0829097555031745
"GO:0010646","regulation of cell communication","BP",3041,308,388,0.00235111184394244,1.59629595813851e-05
"GO:0010874","regulation of cholesterol efflux","BP",30,4,6,0.26807843468454,0.0917540940215655
"GO:0010875","positive regulation of cholesterol efflux","BP",21,1,5,0.855356047359909,0.0644373742328851
"GO:0010876","lipid localization","BP",359,43,49,0.0230386688646075,0.0393626826832034
"GO:0015031","protein transport","BP",1342,95,115,0.992332009904082,0.996041720531322
"GO:0015748","organophosphate ester transport","BP",132,11,19,0.618876507630997,0.104659434444376
"GO:0015833","peptide transport","BP",274,25,42,0.453195387682413,0.00937099533309352
"GO:0015850","organic hydroxy compound transport","BP",220,32,42,0.00318586951911496,0.000115636399673847
"GO:0015914","phospholipid transport","BP",78,4,13,0.920651531246767,0.0664012668597803
"GO:0015918","sterol transport","BP",88,14,10,0.0209313915062902,0.46011289328616
"GO:0016050","vesicle organization","BP",344,30,35,0.546649466303908,0.632197400060209
"GO:0016125","sterol metabolic process","BP",125,31,6,8.03800694811883e-08,0.993587265292062
"GO:0016192","vesicle-mediated transport","BP",1394,132,142,0.186534824715601,0.720564964850384
"GO:0016197","endosomal transport","BP",272,25,18,0.438125916944218,0.991523688513445
"GO:0022607","cellular component assembly","BP",2707,233,324,0.65592333046012,0.00714788853127547
"GO:0023051","regulation of signaling","BP",3039,308,386,0.00225866618651893,2.58838068064753e-05
"GO:0023052","signaling","BP",4720,492,651,1.68260438850987e-06,6.48363465140521e-17
"GO:0023061","signal release","BP",478,51,73,0.084689485368201,0.000879263216732292
"GO:0030301","cholesterol transport","BP",84,14,10,0.0143067105393751,0.400879820237875
"GO:0031334","positive regulation of protein-containing complex assembly","BP",195,20,30,0.266935857786918,0.0239500516690165
"GO:0031667","response to nutrient levels","BP",469,52,60,0.0479138051025884,0.0723997918306854
"GO:0032365","intracellular lipid transport","BP",42,9,4,0.00953383733357834,0.665058981076403
"GO:0032366","intracellular sterol transport","BP",32,6,3,0.0571823566375832,0.675113867003256
"GO:0032367","intracellular cholesterol transport","BP",29,6,3,0.0374485273611661,0.607645193861872
"GO:0032368","regulation of lipid transport","BP",116,15,14,0.0835230215389517,0.347344008391918
"GO:0032370","positive regulation of lipid transport","BP",75,11,10,0.0625759152302068,0.270796388654874
"GO:0032371","regulation of sterol transport","BP",44,5,7,0.34392142211206,0.180735507496033
"GO:0032373","positive regulation of sterol transport","BP",28,3,5,0.451754746005548,0.169924533561416
"GO:0032374","regulation of cholesterol transport","BP",44,5,7,0.34392142211206,0.180735507496033
"GO:0032376","positive regulation of cholesterol transport","BP",28,3,5,0.451754746005548,0.169924533561416
"GO:0032488","Cdc42 protein signal transduction","BP",11,1,3,0.636667335709897,0.103061876540553
"GO:0032489","regulation of Cdc42 protein signal transduction","BP",5,0,1,1,0.429487142414337
"GO:0032496","response to lipopolysaccharide","BP",288,21,49,0.844577968196391,0.000582217371920784
"GO:0032526","response to retinoic acid","BP",86,7,22,0.640274340535259,6.71859582386743e-05
"GO:0032879","regulation of localization","BP",1863,194,252,0.0054775442113314,1.45987081808371e-05
"GO:0032940","secretion by cell","BP",776,72,111,0.32976720111402,0.000608342523261498
"GO:0033036","macromolecule localization","BP",2722,229,273,0.788087095366897,0.87054794402426
"GO:0033273","response to vitamin","BP",79,13,10,0.0197088607342214,0.327406817373109
"GO:0033344","cholesterol efflux","BP",43,6,8,0.172696372080597,0.0800108943252388
"GO:0033363","secretory granule organization","BP",61,3,6,0.913230126802416,0.640025372595759
"GO:0033552","response to vitamin B3","BP",3,0,1,1,0.285883376312392
"GO:0033700","phospholipid efflux","BP",9,0,3,1,0.0615060060234288
"GO:0033993","response to lipid","BP",769,79,119,0.0794375639271249,1.30863785456922e-05
"GO:0034097","response to cytokine","BP",877,67,135,0.905136194020929,4.47538120486363e-06
"GO:0034204","lipid translocation","BP",50,1,11,0.990028239891403,0.0141512893986091
"GO:0034377","plasma lipoprotein particle assembly","BP",15,0,3,1,0.208206165083261
"GO:0034380","high-density lipoprotein particle assembly","BP",5,0,1,1,0.429487142414337
"GO:0034405","response to fluid shear stress","BP",33,4,10,0.329300600815017,0.00165315392808493
"GO:0034616","response to laminar fluid shear stress","BP",11,1,5,0.636667335709897,0.0035742277096005
"GO:0035023","regulation of Rho protein signal transduction","BP",80,7,14,0.562541460765631,0.0410673321686193
"GO:0035556","intracellular signal transduction","BP",2558,245,346,0.0679498843737066,2.25524284629851e-07
"GO:0035592","establishment of protein localization to extracellular region","BP",348,34,44,0.282871026551334,0.12552098175103
"GO:0036314","response to sterol","BP",25,2,4,0.658482358375252,0.271072099962672
"GO:0036315","cellular response to sterol","BP",20,1,3,0.841396506934804,0.358284272793193
"GO:0038027","apolipoprotein A-I-mediated signaling pathway","BP",5,1,1,0.368783289697103,0.429487142414337
"GO:0042157","lipoprotein metabolic process","BP",85,10,7,0.211621644003455,0.811297025829972
"GO:0042158","lipoprotein biosynthetic process","BP",57,6,4,0.385813169721713,0.868305679084028
"GO:0042221","response to chemical","BP",2991,296,387,0.0103462348799687,4.16769368402719e-06
"GO:0042592","homeostatic process","BP",1528,165,215,0.00254152208177,5.16044732815657e-06
"GO:0042632","cholesterol homeostasis","BP",78,12,5,0.03902714507541,0.927264884160537
"GO:0042886","amide transport","BP",308,29,50,0.376666677016983,0.00149315857902337
"GO:0043207","response to external biotic stimulus","BP",1215,101,175,0.744714133604848,1.10954145491394e-05
"GO:0043254","regulation of protein-containing complex assembly","BP",410,43,57,0.127955102184421,0.0203203291192779
"GO:0043691","reverse cholesterol transport","BP",7,1,2,0.474913115635514,0.165143523383372
"GO:0043933","protein-containing complex organization","BP",1577,124,186,0.92355292210121,0.0609525195034844
"GO:0044085","cellular component biogenesis","BP",2966,238,383,0.953912818644953,5.81856661178512e-06
"GO:0044087","regulation of cellular component biogenesis","BP",983,103,123,0.0328594664919746,0.0281053534649284
"GO:0044089","positive regulation of cellular component biogenesis","BP",492,52,68,0.0932987663110094,0.0137624325217678
"GO:0044281","small molecule metabolic process","BP",1475,162,154,0.00137386159071299,0.60461047160727
"GO:0044419","biological process involved in interspecies interaction between organisms","BP",1333,110,189,0.779810801753057,1.28589371826914e-05
"GO:0045184","establishment of protein localization","BP",1599,119,131,0.981759456616669,0.999736346126338
"GO:0045332","phospholipid translocation","BP",45,1,8,0.984180364081948,0.0988532766831621
"GO:0046903","secretion","BP",877,90,136,0.0661497582207172,2.77293520513377e-06
"GO:0046907","intracellular transport","BP",1277,92,102,0.985620609181227,0.999582285538446
"GO:0048518","positive regulation of biological process","BP",5292,480,674,0.196306303265815,7.15626993204754e-10
"GO:0048522","positive regulation of cellular process","BP",5047,454,632,0.275297338651234,7.61747960812083e-08
"GO:0048583","regulation of response to stimulus","BP",3404,318,433,0.106060920070169,5.59018292955257e-06
"GO:0048878","chemical homeostasis","BP",877,109,104,0.000117127832573308,0.121269990110913
"GO:0050789","regulation of biological process","BP",8855,794,1066,0.194803524089167,1.87064470460445e-11
"GO:0050794","regulation of cellular process","BP",8592,771,1021,0.19384982070988,6.88172527308577e-09
"GO:0050896","response to stimulus","BP",6687,656,864,5.93951939505753e-05,5.65230314329415e-16
"GO:0051049","regulation of transport","BP",1486,158,210,0.00566388847265154,5.02203469020306e-06
"GO:0051050","positive regulation of transport","BP",832,89,132,0.0290412487145934,1.14972587769065e-06
"GO:0051056","regulation of small GTPase mediated signal transduction","BP",226,19,25,0.615775157348925,0.445172545488225
"GO:0051128","regulation of cellular component organization","BP",2331,216,324,0.199740076494638,4.00395444288254e-08
"GO:0051130","positive regulation of cellular component organization","BP",1129,107,167,0.212805339343069,3.780551878947e-06
"GO:0051179","localization","BP",4477,402,536,0.308609676727574,0.000308012678629607
"GO:0051234","establishment of localization","BP",3915,346,473,0.462926695673034,0.000377425874168553
"GO:0051239","regulation of multicellular organismal process","BP",2576,251,387,0.0346811798791353,1.58902444315172e-14
"GO:0051240","positive regulation of multicellular organismal process","BP",1485,130,234,0.535513218963732,9.29201883771084e-11
"GO:0051641","cellular localization","BP",3149,252,346,0.963677040777823,0.23350510339567
"GO:0051649","establishment of localization in cell","BP",1861,138,209,0.989735964872003,0.189821120828447
"GO:0051707","response to other organism","BP",1214,101,175,0.741756065458939,1.05661353193297e-05
"GO:0051716","cellular response to stimulus","BP",5503,533,724,0.00207539291341998,4.00760256679016e-14
"GO:0055085","transmembrane transport","BP",1167,128,170,0.00455365266581786,7.72606674621444e-06
"GO:0055088","lipid homeostasis","BP",142,15,14,0.265525307410734,0.655923655940742
"GO:0055091","phospholipid homeostasis","BP",14,3,3,0.118924529010985,0.179884196689033
"GO:0055092","sterol homeostasis","BP",79,12,5,0.0424871363006975,0.932010555731667
"GO:0060155","platelet dense granule organization","BP",21,1,1,0.855356047359909,0.905428333279803
"GO:0061024","membrane organization","BP",718,65,75,0.419500097562674,0.579060959148023
"GO:0065003","protein-containing complex assembly","BP",1401,105,169,0.969494064205291,0.0378283070239347
"GO:0065005","protein-lipid complex assembly","BP",19,0,4,1,0.135331228160622
"GO:0065007","biological regulation","BP",9134,824,1097,0.119170320032465,8.15810555375389e-12
"GO:0065008","regulation of biological quality","BP",2521,247,349,0.0291226733169671,1.5626558567929e-08
"GO:0070723","response to cholesterol","BP",20,1,4,0.841396506934804,0.155762919137862
"GO:0070727","cellular macromolecule localization","BP",2387,199,229,0.812619622983231,0.965076901664172
"GO:0070887","cellular response to chemical stimulus","BP",1803,183,239,0.0181974357674744,9.70216096471774e-05
"GO:0071216","cellular response to biotic stimulus","BP",216,15,32,0.863004675966337,0.0326409095234443
"GO:0071219","cellular response to molecule of bacterial origin","BP",190,15,29,0.706593540339357,0.0286509988521298
"GO:0071222","cellular response to lipopolysaccharide","BP",183,13,29,0.826141005899633,0.0181232900955871
"GO:0071300","cellular response to retinoic acid","BP",43,4,10,0.529972754528961,0.0128642415202455
"GO:0071345","cellular response to cytokine stimulus","BP",784,60,119,0.890136056062903,3.18544388931301e-05
"GO:0071396","cellular response to lipid","BP",501,48,66,0.284621837390195,0.0376899588021154
"GO:0071397","cellular response to cholesterol","BP",15,0,3,1,0.208206165083261
"GO:0071466","cellular response to xenobiotic stimulus","BP",123,18,19,0.0217369182848704,0.0603520248530478
"GO:0071692","protein localization to extracellular region","BP",353,34,45,0.312433335378948,0.11154724714199
"GO:0071705","nitrogen compound transport","BP",1728,130,176,0.979783626652504,0.743105903289086
"GO:0071806","protein transmembrane transport","BP",66,1,4,0.99772510782353,0.930150025372641
"GO:0071825","protein-lipid complex organization","BP",32,3,5,0.542700347428712,0.248459869844603
"GO:0071827","plasma lipoprotein particle organization","BP",28,3,4,0.451754746005548,0.3459825754475
"GO:0080171","lytic vacuole organization","BP",96,8,7,0.615712536429814,0.895532319132383
"GO:0090107","regulation of high-density lipoprotein particle assembly","BP",3,0,1,1,0.285883376312392
"GO:0090108","positive regulation of high-density lipoprotein particle assembly","BP",2,0,1,1,0.201056523084357
"GO:0097006","regulation of plasma lipoprotein particle levels","BP",50,6,5,0.274143444389683,0.624220579001413
"GO:0097035","regulation of membrane lipid distribution","BP",55,1,11,0.993715367045135,0.0278323488266527
"GO:0097305","response to alcohol","BP",240,29,40,0.0492367860439149,0.00260849494678921
"GO:0097306","cellular response to alcohol","BP",96,14,14,0.0407240601247722,0.136859417959242
"GO:0098657","import into cell","BP",782,83,111,0.0399478442686835,0.000804908512436562
"GO:0099024","plasma membrane invagination","BP",50,3,9,0.827663017032189,0.0780129798494281
"GO:0099039","sphingolipid translocation","BP",5,0,4,1,0.000579372133986714
"GO:0140115","export across plasma membrane","BP",60,4,17,0.78492079141129,0.00011431556903654
"GO:0140352","export from cell","BP",835,77,126,0.343648484588323,2.45998916675284e-05
"GO:0141124","intracellular signaling cassette","BP",1578,171,200,0.00182456145675726,0.00345420092245327
"GO:1901652","response to peptide","BP",891,71,135,0.829396269736745,1.01914224841467e-05
"GO:1901700","response to oxygen-containing compound","BP",1499,148,202,0.0672622902708583,0.000143202394520311
"GO:1901701","cellular response to oxygen-containing compound","BP",1065,103,134,0.159585641213651,0.0192625526014953
"GO:1902531","regulation of intracellular signal transduction","BP",1715,160,228,0.213576209824037,0.000119869859249687
"GO:1902652","secondary alcohol metabolic process","BP",129,32,6,4.9536345913127e-08,0.995271091871173
"GO:1905952","regulation of lipid localization","BP",143,19,18,0.0452734484494256,0.256698785900556
"GO:1905954","positive regulation of lipid localization","BP",93,15,13,0.0153156574593362,0.184606749484666
"GO:0001523","retinoid metabolic process","BP",39,4,10,0.452146816856757,0.00630003763170865
"GO:0001894","tissue homeostasis","BP",249,25,52,0.271310509304936,1.26820583268325e-06
"GO:0001895","retina homeostasis","BP",50,7,6,0.146073589344419,0.44089585746029
"GO:0003008","system process","BP",1441,179,198,6.76033905677086e-07,5.47508822438225e-05
"GO:0006081","aldehyde metabolic process","BP",69,11,6,0.0374370989026096,0.75453663309753
"GO:0006649","phospholipid transfer to membrane","BP",2,0,1,1,0.201056523084357
"GO:0006720","isoprenoid metabolic process","BP",70,11,10,0.041030983631796,0.205060070168586
"GO:0006721","terpenoid metabolic process","BP",51,8,10,0.0753935112532922,0.0395818953169602
"GO:0007600","sensory perception","BP",348,42,48,0.021858706177403,0.0350963441796003
"GO:0007601","visual perception","BP",87,8,10,0.501411896781284,0.445350535924877
"GO:0016101","diterpenoid metabolic process","BP",43,4,10,0.529972754528961,0.0128642415202455
"GO:0042574","retinal metabolic process","BP",9,0,2,1,0.246488010093411
"GO:0045494","photoreceptor cell maintenance","BP",35,5,4,0.189959377919347,0.517621275877556
"GO:0048871","multicellular organismal-level homeostasis","BP",795,78,134,0.163482062507465,2.70353618042394e-08
"GO:0050877","nervous system process","BP",845,97,106,0.00362196027186302,0.0371041951515988
"GO:0050953","sensory perception of light stimulus","BP",89,8,10,0.527853076118651,0.474812018516292
"GO:0060249","anatomical structure homeostasis","BP",249,25,52,0.271310509304936,1.26820583268325e-06
"GO:0120254","olefinic compound metabolic process","BP",96,9,17,0.471359730274136,0.0236113220219226
"GO:0001573","ganglioside metabolic process","BP",25,2,5,0.658482358375252,0.118797345612463
"GO:0006486","protein glycosylation","BP",193,12,20,0.924923355265361,0.580647948447894
"GO:0006643","membrane lipid metabolic process","BP",178,14,22,0.707728533944081,0.25598833518717
"GO:0006644","phospholipid metabolic process","BP",328,32,31,0.293074960339352,0.780507462417716
"GO:0006664","glycolipid metabolic process","BP",88,7,7,0.664327582527081,0.838348900692262
"GO:0006665","sphingolipid metabolic process","BP",132,12,20,0.495879161569877,0.0649151269190173
"GO:0006670","sphingosine metabolic process","BP",18,2,2,0.478115833532402,0.583936210218065
"GO:0006672","ceramide metabolic process","BP",92,7,11,0.709376306533795,0.385857660991218
"GO:0006684","sphingomyelin metabolic process","BP",20,0,3,1,0.358284272793193
"GO:0006687","glycosphingolipid metabolic process","BP",49,5,7,0.433696827648991,0.260513648113986
"GO:0006898","receptor-mediated endocytosis","BP",241,27,33,0.113750632637761,0.0761105378777319
"GO:0007272","ensheathment of neurons","BP",167,20,28,0.0964058362945519,0.0097403652519669
"GO:0007610","behavior","BP",628,74,75,0.00556870962211021,0.150392016600138
"GO:0007626","locomotory behavior","BP",215,23,26,0.188938862412291,0.269366299045367
"GO:0008366","axon ensheathment","BP",167,20,28,0.0964058362945519,0.0097403652519669
"GO:0008610","lipid biosynthetic process","BP",581,71,64,0.0027126552615164,0.395314336548308
"GO:0008654","phospholipid biosynthetic process","BP",206,22,15,0.197489259792321,0.95930827595707
"GO:0009056","catabolic process","BP",2289,178,204,0.972283809925287,0.998439265416989
"GO:0009057","macromolecule catabolic process","BP",1343,85,114,0.999784417942733,0.997140034227429
"GO:0009100","glycoprotein metabolic process","BP",332,25,36,0.819670376031235,0.472683879689718
"GO:0009101","glycoprotein biosynthetic process","BP",277,21,32,0.792529905125402,0.332666455746746
"GO:0009653","anatomical structure morphogenesis","BP",2396,289,331,2.13116739120272e-09,5.22037876639255e-08
"GO:0009719","response to endogenous stimulus","BP",1347,159,176,5.15140068177743e-05,0.00167378765903077
"GO:0009725","response to hormone","BP",833,93,108,0.00920768013105523,0.0155084966971101
"GO:0009889","regulation of biosynthetic process","BP",4226,315,451,0.9998814504342,0.455181111311737
"GO:0009890","negative regulation of biosynthetic process","BP",1933,132,234,0.999655846777546,0.0138260489070145
"GO:0009891","positive regulation of biosynthetic process","BP",2282,185,268,0.901952461605364,0.0328803835029891
"GO:0009892","negative regulation of metabolic process","BP",2470,196,281,0.954284134153846,0.0973009322312986
"GO:0009893","positive regulation of metabolic process","BP",3097,262,345,0.775809528243694,0.152992089617582
"GO:0009894","regulation of catabolic process","BP",925,90,67,0.163239886284076,0.999871971462134
"GO:0009896","positive regulation of catabolic process","BP",501,40,32,0.763698126365179,0.99966906005571
"GO:0010001","glial cell differentiation","BP",246,30,45,0.0416380798186749,0.000188409753961713
"GO:0010556","regulation of macromolecule biosynthetic process","BP",4067,295,438,0.999981667737772,0.365709585031781
"GO:0010557","positive regulation of macromolecule biosynthetic process","BP",2177,171,260,0.957130133270263,0.0176439767126656
"GO:0010559","regulation of glycoprotein biosynthetic process","BP",39,2,9,0.868776640012836,0.0187523461604422
"GO:0010560","positive regulation of glycoprotein biosynthetic process","BP",22,2,5,0.587990336640559,0.0764009560569428
"GO:0010563","negative regulation of phosphorus metabolic process","BP",339,42,41,0.0146308279469382,0.208293769877466
"GO:0010604","positive regulation of macromolecule metabolic process","BP",2833,225,322,0.965119349430938,0.0818065578280449
"GO:0010927","cellular component assembly involved in morphogenesis","BP",119,23,13,0.000245888074490603,0.500280399890333
"GO:0014003","oligodendrocyte development","BP",45,4,11,0.56678942803745,0.00628390936387637
"GO:0019216","regulation of lipid metabolic process","BP",304,33,39,0.120360257280703,0.122276439934831
"GO:0019218","regulation of steroid metabolic process","BP",93,15,15,0.0153156574593362,0.0651203327870879
"GO:0019220","regulation of phosphate metabolic process","BP",971,102,128,0.0316926293990223,0.00521995470358161
"GO:0019222","regulation of metabolic process","BP",5241,427,556,0.98002986846081,0.518466735250955
"GO:0019637","organophosphate metabolic process","BP",938,93,90,0.117143206746189,0.865386295847964
"GO:0019725","cellular homeostasis","BP",709,87,80,0.000843760473420658,0.295022172493871
"GO:0019751","polyol metabolic process","BP",91,15,9,0.012666478767046,0.639547813525767
"GO:0021782","glial cell development","BP",128,17,23,0.0561376150186296,0.0080340740052986
"GO:0022008","neurogenesis","BP",1652,171,221,0.0112296053696423,0.000105832932455354
"GO:0022010","central nervous system myelination","BP",27,2,9,0.699877763277595,0.00132663237237823
"GO:0030100","regulation of endocytosis","BP",295,35,36,0.0419718331654613,0.209800338683415
"GO:0030148","sphingolipid biosynthetic process","BP",87,6,14,0.787670229767555,0.0741080164144633
"GO:0030154","cell differentiation","BP",3733,392,492,1.85714319366713e-05,6.92778281507124e-09
"GO:0030163","protein catabolic process","BP",991,68,84,0.990320015674284,0.991148801898846
"GO:0031399","regulation of protein modification process","BP",1060,104,132,0.123923446961727,0.0269072799801078
"GO:0032288","myelin assembly","BP",25,3,3,0.378980859785154,0.504254284033896
"GO:0032289","central nervous system myelin formation","BP",7,0,2,1,0.165143523383372
"GO:0032291","axon ensheathment in central nervous system","BP",27,2,9,0.699877763277595,0.00132663237237823
"GO:0032369","negative regulation of lipid transport","BP",26,5,3,0.0726531568227273,0.531441153821361
"GO:0032372","negative regulation of sterol transport","BP",7,2,1,0.120529102304799,0.544227045023742
"GO:0032375","negative regulation of cholesterol transport","BP",7,2,1,0.120529102304799,0.544227045023742
"GO:0032377","regulation of intracellular lipid transport","BP",9,1,2,0.563209527350167,0.246488010093411
"GO:0032378","negative regulation of intracellular lipid transport","BP",2,0,1,1,0.201056523084357
"GO:0032380","regulation of intracellular sterol transport","BP",8,1,1,0.521090446058933,0.592633637444582
"GO:0032381","negative regulation of intracellular sterol transport","BP",2,0,1,1,0.201056523084357
"GO:0032383","regulation of intracellular cholesterol transport","BP",8,1,1,0.521090446058933,0.592633637444582
"GO:0032384","negative regulation of intracellular cholesterol transport","BP",2,0,1,1,0.201056523084357
"GO:0032386","regulation of intracellular transport","BP",286,22,29,0.77511418445169,0.632701760138736
"GO:0032387","negative regulation of intracellular transport","BP",55,4,10,0.724087991781277,0.0618038052705814
"GO:0032799","low-density lipoprotein receptor particle metabolic process","BP",6,1,1,0.42428682801684,0.490072256217974
"GO:0032801","receptor catabolic process","BP",30,2,5,0.75407029767045,0.207973173479799
"GO:0032802","low-density lipoprotein particle receptor catabolic process","BP",6,1,1,0.42428682801684,0.490072256217974
"GO:0032803","regulation of low-density lipoprotein particle receptor catabolic process","BP",6,1,1,0.42428682801684,0.490072256217974
"GO:0032805","positive regulation of low-density lipoprotein particle receptor catabolic process","BP",3,0,1,1,0.285883376312392
"GO:0032880","regulation of protein localization","BP",894,88,101,0.139572565153418,0.263296794083302
"GO:0032989","cellular anatomical entity morphogenesis","BP",119,23,13,0.000245888074490603,0.500280399890333
"GO:0034205","amyloid-beta formation","BP",46,3,5,0.781986985804053,0.547963399171633
"GO:0034248","regulation of amide metabolic process","BP",68,5,8,0.724746827958002,0.435628492265922
"GO:0034250","positive regulation of amide metabolic process","BP",30,1,6,0.936894462280821,0.0917540940215655
"GO:0034311","diol metabolic process","BP",28,4,5,0.22850259790735,0.169924533561416
