"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",90,-0.679299931737895,-2.25332428310353,0.00125786163522013,0.0331533834502167,0.0283069220957744,1825,"tags=33%, list=12%, signal=30%","16319/59126/67141/219114/66442/56150/68014/21335/229841/69716/14841/11799/22137/70385/107995/67052/18817/68612/268697/12236/208628/76464/52276/67629/12704/66977/12235/20877/66468/434175"
"GO:0030071","regulation of mitotic metaphase/anaphase transition",85,-0.679194179031016,-2.24015008095948,0.00126103404791929,0.0331533834502167,0.0283069220957744,1825,"tags=33%, list=12%, signal=29%","16319/59126/67141/219114/66442/56150/68014/229841/69716/14841/11799/22137/70385/107995/67052/18817/68612/268697/12236/208628/76464/52276/67629/66977/12235/20877/66468/434175"
"GO:0007080","mitotic metaphase chromosome alignment",62,-0.705441720887164,-2.24006714352301,0.00129366106080207,0.0331533834502167,0.0283069220957744,1825,"tags=40%, list=12%, signal=36%","16319/16580/219114/100041286/101994/67177/59014/56742/229841/73804/11799/381293/22137/70385/67052/67849/268697/12534/110033/52276/100502766/66977/20877/66468/434175"
"GO:0044784","metaphase/anaphase transition of cell cycle",92,-0.670859978339829,-2.23654788966858,0.00125156445556946,0.0331533834502167,0.0283069220957744,1825,"tags=33%, list=12%, signal=29%","16319/59126/67141/219114/66442/56150/68014/21335/229841/69716/14841/11799/22137/70385/107995/67052/18817/68612/268697/12236/208628/76464/52276/67629/12704/66977/12235/20877/66468/434175"
"GO:0050000","chromosome localization",113,-0.654032037230004,-2.23590410108753,0.00121065375302663,0.0331533834502167,0.0283069220957744,1400,"tags=32%, list=9%, signal=29%","219114/100041286/101994/66442/67037/66934/67177/59014/56742/229841/381318/51944/73804/11799/381293/72415/22137/70385/13605/18005/67052/54141/67849/268697/12534/76464/108000/110033/52276/67629/100502766/26934/66977/20877/66468/434175"
"GO:0007088","regulation of mitotic nuclear division",111,-0.649736055760876,-2.22340899875329,0.00121654501216545,0.0331533834502167,0.0283069220957744,1970,"tags=34%, list=13%, signal=30%","100088/12162/16319/16175/67141/219114/66442/17345/18591/56150/68014/229841/69716/12649/14841/11799/22137/16176/70385/107995/108912/67052/108907/13614/18817/68612/21926/268697/12236/208628/76464/52276/67629/66977/12235/20877/66468/434175"
"GO:0000819","sister chromatid segregation",219,-0.605806005924287,-2.21945737488187,0.00109409190371991,0.0331533834502167,0.0283069220957744,1747,"tags=32%, list=11%, signal=28%","100088/68298/16319/59126/19384/14211/16580/67141/73420/219114/100041286/101994/66442/76044/56150/67177/59014/68014/21335/56742/229841/381318/69716/21973/51944/14841/233406/73804/11799/381293/22137/18140/70385/107995/60411/16571/215387/18005/105988/67052/54141/102920/108907/18817/67849/68612/16551/268697/12534/12236/208628/76464/70218/72119/110033/52276/67629/100502766/26934/223970/12704/209737/66977/54392/71819/12235/20877/66468/434175"
"GO:0033045","regulation of sister chromatid segregation",100,-0.65914123446193,-2.21736521469938,0.00124069478908189,0.0331533834502167,0.0283069220957744,1825,"tags=32%, list=12%, signal=28%","16319/59126/67141/219114/66442/56150/68014/21335/229841/69716/14841/11799/22137/70385/107995/67052/18817/68612/268697/12534/12236/208628/76464/52276/67629/223970/12704/66977/12235/20877/66468/434175"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",87,-0.670145614249427,-2.20965746123039,0.00126903553299492,0.0331533834502167,0.0283069220957744,1825,"tags=32%, list=12%, signal=29%","16319/59126/67141/219114/66442/56150/68014/229841/69716/14841/11799/22137/70385/107995/67052/18817/68612/268697/12236/208628/76464/52276/67629/66977/12235/20877/66468/434175"
"GO:0051983","regulation of chromosome segregation",124,-0.638189399774471,-2.20019445870972,0.00120192307692308,0.0331533834502167,0.0283069220957744,2017,"tags=33%, list=13%, signal=29%","22038/68298/16319/59126/14211/67141/219114/66442/76044/17345/56150/68014/21335/229841/69716/14841/73804/11799/22137/70385/107995/214901/108912/215387/67052/18817/68612/268697/12534/12236/208628/76464/52276/67629/223970/12704/66977/12235/20877/66468/434175"
"GO:2001251","negative regulation of chromosome organization",93,-0.655892831774227,-2.18777813648444,0.00124843945068664,0.0331533834502167,0.0283069220957744,1509,"tags=30%, list=10%, signal=27%","67141/208084/219114/79456/66442/98956/56150/68014/229841/69716/14841/11799/22137/70385/107995/67052/18817/268697/12236/208628/76464/52276/67629/66977/12235/20877/66468/434175"
"GO:0140236","translation at presynapse",47,-0.702650787552824,-2.12712675533635,0.00136425648021828,0.0331533834502167,0.0283069220957744,4692,"tags=100%, list=30%, signal=70%","20005/19989/26451/319195/67281/68193/19944/110954/19934/57808/27176/57294/19941/19942/19981/27207/20044/267019/19988/65019/66480/66489/20042/22121/67891/67115/54127/26961/20088/268449/19896/20103/270106/27370/54217/100503670/19951/20055/67671/67097/67186/78294/22186/68436/19982/269261"
"GO:0140241","translation at synapse",48,-0.698493014573857,-2.12394230211794,0.00134952766531714,0.0331533834502167,0.0283069220957744,4692,"tags=98%, list=30%, signal=69%","19943/20005/19989/26451/319195/67281/68193/19944/110954/19934/57808/27176/57294/19941/19942/19981/27207/20044/267019/19988/65019/66480/66489/20042/22121/67891/67115/54127/26961/20088/268449/19896/20103/270106/27370/54217/100503670/19951/20055/67671/67097/67186/78294/22186/68436/19982/269261"
"GO:0140242","translation at postsynapse",48,-0.698493014573857,-2.12394230211794,0.00134952766531714,0.0331533834502167,0.0283069220957744,4692,"tags=98%, list=30%, signal=69%","19943/20005/19989/26451/319195/67281/68193/19944/110954/19934/57808/27176/57294/19941/19942/19981/27207/20044/267019/19988/65019/66480/66489/20042/22121/67891/67115/54127/26961/20088/268449/19896/20103/270106/27370/54217/100503670/19951/20055/67671/67097/67186/78294/22186/68436/19982/269261"
"GO:0002181","cytoplasmic translation",162,-0.598503046964529,-2.12304214422838,0.00115606936416185,0.0331533834502167,0.0283069220957744,4692,"tags=70%, list=30%, signal=49%","19943/54632/223691/217715/20005/433702/14109/68028/19989/20104/217869/13681/26451/56347/19653/319195/67281/11652/213541/55944/68193/19944/13211/53356/19934/22384/16898/57808/27176/225363/17973/66475/54709/13669/19941/19942/19981/18458/11991/27207/20044/69082/20102/267019/76846/19933/12785/19988/432502/20068/78655/19921/65019/66481/66480/51810/67427/22608/66489/20042/19899/100042807/20091/19946/22121/114641/67945/67891/67115/54127/26961/27050/20054/56403/67204/75617/20090/68052/67025/27979/20088/268449/19896/20103/270106/76808/621697/27370/54217/20116/100043718/27367/20115/100503670/19951/11837/20055/67671/232187/20085/67097/67186/78294/22186/68436/19982/12877/20084/269261/56040/16785/68184/140486"
"GO:0051783","regulation of nuclear division",133,-0.610125817789115,-2.12152793968326,0.00118063754427391,0.0331533834502167,0.0283069220957744,2031,"tags=32%, list=13%, signal=28%","328440/100088/12162/16319/16175/67141/219114/66442/14748/17345/18591/56150/68014/17702/229841/69716/12649/14841/19362/11799/22137/16176/70385/107995/108912/67052/108907/13614/18817/68612/21926/268697/12236/208628/76464/52276/67629/66977/12235/20877/66468/434175/16878"
"GO:0140014","mitotic nuclear division",261,-0.571482133157717,-2.11930940303868,0.00107642626480086,0.0331533834502167,0.0283069220957744,2031,"tags=30%, list=13%, signal=26%","328440/100088/68298/12162/16319/16175/19385/19384/14211/20878/16580/67141/73420/219114/100041286/101994/66442/76044/17345/18591/56150/67177/59014/68014/56742/229841/381318/69716/12649/51944/14841/233406/73804/11799/381293/22137/16176/18140/70385/107995/108912/60411/16571/215387/18005/105988/67052/54141/102920/108907/13614/18817/67849/68612/21926/16551/268697/12534/12236/208628/76464/70218/72119/110033/52276/67629/100502766/26934/12704/209737/66977/54392/71819/12235/20877/66468/434175"
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",20,-0.818082031558381,-2.11873474089806,0.00154559505409583,0.0331533834502167,0.0283069220957744,399,"tags=45%, list=3%, signal=44%","65972/14961/14960/13034/100504404/16149/13040/15002/15001"
"GO:0098883","synapse pruning",13,-0.898724085104593,-2.11530499150268,0.0016,0.0331533834502167,0.0283069220957744,605,"tags=46%, list=4%, signal=44%","53972/12259/12260/12266/12262/16409"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",18,-0.833322317494061,-2.11508180688783,0.00154320987654321,0.0331533834502167,0.0283069220957744,399,"tags=50%, list=3%, signal=49%","65972/14961/14960/13034/100504404/16149/13040/15002/15001"
"GO:0019884","antigen processing and presentation of exogenous antigen",32,-0.747203337955861,-2.10426591728387,0.00145137880986938,0.0331533834502167,0.0283069220957744,1149,"tags=38%, list=7%, signal=35%","65972/12479/14961/14960/12480/13034/100504404/16149/17476/13040/15002/15001"
"GO:0071459","protein localization to chromosome, centromeric region",24,-0.788203548916829,-2.09684922202407,0.00151285930408472,0.0331533834502167,0.0283069220957744,1312,"tags=50%, list=8%, signal=46%","100041286/101994/68014/14841/22137/70385/12615/12534/12236/208628/76464/20877"
"GO:0002763","positive regulation of myeloid leukocyte differentiation",57,-0.672310325421328,-2.09520149473895,0.00133155792276964,0.0331533834502167,0.0283069220957744,708,"tags=25%, list=5%, signal=24%","83430/20304/21943/21926/12349/13386/12977/16149/20308/22177/74614/16878/12978/16409"
"GO:0150146","cell junction disassembly",27,-0.769954080790735,-2.09499599501967,0.00146627565982405,0.0331533834502167,0.0283069220957744,634,"tags=30%, list=4%, signal=28%","16176/53972/12259/12260/12266/12262/20927/16409"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",22,-0.799974420996539,-2.09424612032213,0.0015527950310559,0.0331533834502167,0.0283069220957744,399,"tags=41%, list=3%, signal=40%","65972/14961/14960/13034/100504404/16149/13040/15002/15001"
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore",22,-0.798891818310733,-2.09141198411091,0.0015527950310559,0.0331533834502167,0.0283069220957744,768,"tags=55%, list=5%, signal=52%","229841/51944/11799/13605/18005/54141/268697/12534/52276/26934/20877/434175"
"GO:0042274","ribosomal small subunit biogenesis",106,-0.613262142356109,-2.0886053310302,0.00122249388753056,0.0331533834502167,0.0283069220957744,4131,"tags=66%, list=26%, signal=49%","67842/223722/50529/20935/269470/217431/55989/75416/27993/66475/57294/14791/225348/100043813/27207/20044/20102/267019/76846/20068/69499/66481/353258/73674/20042/68979/20091/67045/54127/13871/20054/66254/75617/68052/66249/20088/20103/217109/20116/20115/18148/20055/230082/52705/57315/110816/20085/208144/30946/71340/78294/53414/21771/105372/213773/67134/66538/67222/16785/27966/217995/98956/67619/67973/59014/215193/104662/14113/59028/72515"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",25,-0.777837419757403,-2.08642103038868,0.00150375939849624,0.0331533834502167,0.0283069220957744,399,"tags=40%, list=3%, signal=39%","65972/14961/14960/13034/100504404/16149/17476/13040/15002/15001"
"GO:0098813","nuclear chromosome segregation",286,-0.552823310846601,-2.06424104757958,0.00106723585912487,0.0331533834502167,0.0283069220957744,1970,"tags=29%, list=13%, signal=26%","100088/72787/68298/16319/59126/19384/14211/20878/16580/12877/67141/381678/73420/71846/219114/100041286/101994/66442/67037/76044/66934/56150/67177/59014/68014/21335/12316/56742/110958/12442/229841/381318/69716/21973/51944/14841/233406/73804/11799/381293/72415/22137/18140/70385/107995/13605/237911/60411/16571/215387/18005/105988/67052/54141/102920/108907/18817/67849/68612/16551/268697/12534/12236/208628/76464/70218/72119/108000/110033/52276/67629/100502766/26934/223970/12704/209737/66977/54392/71819/12235/20877/66468/434175"
"GO:0006270","DNA replication initiation",31,-0.733649731639579,-2.06288680050696,0.00143266475644699,0.0331533834502167,0.0283069220957744,1867,"tags=52%, list=12%, signal=46%","12448/17220/18392/19075/57441/57753/18968/18969/70024/67177/12544/17219/17215/17216/17218/77011"
"GO:1905820","positive regulation of chromosome separation",29,-0.742446759672037,-2.04822728947392,0.00145137880986938,0.0331533834502167,0.0283069220957744,2017,"tags=48%, list=13%, signal=42%","22038/68298/16319/14211/219114/76044/229841/11799/107995/215387/68612/52276/20877/66468"
"GO:0006364","rRNA processing",212,-0.558520748680863,-2.03815994915906,0.00110497237569061,0.0331533834502167,0.0283069220957744,4508,"tags=61%, list=29%, signal=44%","19989/20104/12578/223499/69821/100609/18572/60321/27998/214627/67842/269470/234374/67239/70285/69663/217431/67276/75273/213541/67936/75416/66583/12181/72198/66362/57808/27176/27993/57294/14791/19941/19942/71990/225348/224481/100043813/195434/52202/69072/72181/20044/66181/72554/192170/20068/69499/20937/66481/52513/66489/73674/68979/66942/67045/67115/54127/70930/13871/20054/216156/227715/66254/75617/67025/20088/64934/16418/72544/207932/217109/66580/228889/20116/18150/20115/67832/100503670/18148/20055/230082/52705/18813/57315/110816/20085/72662/107071/208144/30946/57750/71340/17975/103136/67920/72344/53414/17089/21771/105372/245474/213773/110109/56200/69237/69902/234344/67222/27966/56095/217995/98956/67619/67973/59014/215193/68147/104662/74035/72462/67223/52530/235036/14113/59028/72515/271842/102614/24014"
"GO:0042254","ribosome biogenesis",312,-0.541909179546615,-2.03673454518955,0.00106269925611052,0.0331533834502167,0.0283069220957744,4563,"tags=60%, list=29%, signal=43%","66138/14109/19989/20104/12578/217869/223499/69821/100609/433864/18572/60321/226982/27998/214627/67842/56412/223722/50529/20935/269470/234374/67239/70285/69663/217431/67276/75273/55989/213541/67936/68193/75416/66583/12181/72198/66362/57808/27176/68040/71986/27993/66475/57294/14791/19941/19942/71990/225348/224481/100043813/195434/52202/69072/27207/72181/20044/100019/66181/20102/72554/94254/267019/76846/192170/118451/20068/69499/20937/66481/353258/52513/66489/73674/20042/68979/20091/66942/67045/67115/234549/54127/70930/229504/100608/13871/20054/216156/227715/66254/75617/68052/67025/66249/20088/64934/16418/20103/72544/207932/217109/67014/66580/19428/228889/20116/18150/20115/67832/100503670/11837/18148/20055/230082/67671/69126/52705/18813/57315/110816/20085/72662/107071/97112/208144/30946/57750/71340/78294/230737/17975/75751/57815/19384/103136/67920/225215/72344/224092/66164/53414/17089/21771/105372/245474/213773/110109/56200/67134/66538/69237/69902/227674/234344/67222/57741/16785/27966/56095/217995/71952/98956/231452/382038/18432/28126/67619/67973/59014/12261/215193/68147/66282/104662/74035/72462/67223/217011/52530/235036/14113/59028/72515/101612/271842/102614/24014"
"GO:0120193","tight junction organization",75,-0.628324845401862,-2.03452347302733,0.0012987012987013,0.0331533834502167,0.0283069220957744,673,"tags=23%, list=4%, signal=22%","13844/12550/58187/16176/13605/70737/21926/231830/12739/218518/12738/53624/12737/67451/18260/20927/12740"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",34,-0.708542175310902,-2.03406551258434,0.00140056022408964,0.0331533834502167,0.0283069220957744,1275,"tags=41%, list=8%, signal=38%","667277/15223/12261/96935/317677/50908/19264/26909/12268/21926/12259/12260/12266/12262"
"GO:0045762","positive regulation of adenylate cyclase activity",12,-0.883942358982937,-2.03389705979828,0.00163132137030995,0.0331533834502167,0.0283069220957744,517,"tags=25%, list=3%, signal=24%","11513/432530/12310"
"GO:0030225","macrophage differentiation",60,-0.644876579440365,-2.0313286723275,0.00130890052356021,0.0331533834502167,0.0283069220957744,1391,"tags=25%, list=9%, signal=23%","108670/17986/72147/272382/24088/22339/12981/56419/17082/77125/12977/16878/12262/12978/16409"
"GO:0070830","bicellular tight junction assembly",62,-0.637802296476299,-2.02528419584161,0.00129366106080207,0.0331533834502167,0.0283069220957744,673,"tags=23%, list=4%, signal=22%","12550/58187/13605/70737/21926/231830/12739/218518/12738/53624/12737/67451/18260/12740"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore",25,-0.754417718226129,-2.02360153037605,0.00150375939849624,0.0331533834502167,0.0283069220957744,1825,"tags=56%, list=12%, signal=50%","16319/219114/100041286/101994/67177/229841/73804/11799/67052/12534/52276/66977/20877/66468"
"GO:0007093","mitotic cell cycle checkpoint signaling",139,-0.573465018912041,-2.00857189161208,0.00116959064327485,0.0331533834502167,0.0283069220957744,1244,"tags=26%, list=8%, signal=24%","219114/66442/12443/268465/56150/68014/26427/12021/269582/13924/229841/69716/12649/14841/11799/22137/70385/107995/67052/20460/18817/12189/268697/12534/12236/208628/76464/71007/52276/67629/66977/77011/12235/20877/66468/434175"
"GO:0030490","maturation of SSU-rRNA",50,-0.653042852661728,-1.99881086936155,0.00134952766531714,0.0331533834502167,0.0283069220957744,3123,"tags=54%, list=20%, signal=43%","20044/69499/66481/68979/67045/54127/13871/20116/20055/57315/110816/20085/208144/30946/71340/53414/21771/213773/67222/217995/98956/67619/59014/215193/104662/59028/72515"
"GO:0043297","apical junction assembly",71,-0.621437037720047,-1.99633839099559,0.00130208333333333,0.0331533834502167,0.0283069220957744,673,"tags=18%, list=4%, signal=18%","58187/13605/70737/21926/231830/12739/218518/12738/53624/12737/67451/18260/12740"
"GO:0007059","chromosome segregation",392,-0.523439011377534,-1.9956371490156,0.00103842159916926,0.0331533834502167,0.0283069220957744,1970,"tags=27%, list=13%, signal=24%","100088/72787/68298/66617/11740/16319/59126/381306/19384/14211/20878/16580/12877/67141/219072/21969/381678/73420/71846/219114/100041286/101994/66442/67037/76044/66934/17345/69928/56150/67177/59014/68014/21335/71876/12316/56742/72155/110958/12442/229841/381318/69716/21973/51944/14841/233406/73804/11799/381293/72415/22137/18140/68549/70385/107995/13605/214901/237911/108912/60411/16571/215387/18005/105988/67052/54141/20460/102920/108907/18817/67849/12189/68612/16551/218977/268697/71988/12534/26886/12236/208628/56419/76464/70645/70218/72119/108000/110033/52276/67629/100502766/26934/223970/12704/66570/209737/66977/54392/71819/12235/20877/66468/434175/406217"
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",33,-0.700936028310137,-1.99129626373738,0.00142450142450142,0.0331533834502167,0.0283069220957744,2910,"tags=58%, list=19%, signal=47%","69499/66481/13871/20116/20055/57315/110816/20085/208144/30946/53414/21771/213773/217995/59014/215193/104662/59028/72515"
"GO:1901970","positive regulation of mitotic sister chromatid separation",19,-0.778423506512638,-1.99110019489288,0.00156739811912226,0.0331533834502167,0.0283069220957744,1825,"tags=47%, list=12%, signal=42%","16319/219114/229841/11799/107995/68612/52276/20877/66468"
"GO:0097530","granulocyte migration",119,-0.581419175791605,-1.99089738573851,0.00121506682867558,0.0331533834502167,0.0283069220957744,1827,"tags=35%, list=12%, signal=31%","21930/16175/20963/20300/20563/16414/17242/18300/14825/13052/21828/20292/68279/20303/20306/105855/19152/12261/14347/16854/16803/68891/12775/83430/24088/16176/20296/22339/20304/330122/13614/20310/20201/12977/16149/20311/20309/12978/232983/16409/18829/22324"
"GO:0071621","granulocyte chemotaxis",95,-0.594967604990218,-1.98882388413438,0.00124843945068664,0.0331533834502167,0.0283069220957744,1827,"tags=37%, list=12%, signal=33%","21930/20963/20300/20563/16414/17242/14825/13052/21828/20292/20303/20306/105855/12261/16854/16803/12775/83430/16176/20296/22339/20304/330122/13614/20310/20201/12977/16149/20311/20309/12978/232983/16409/18829/22324"
