"","Pathway","N","Up","Down","P.Up","P.Down"
"mmu00350","Tyrosine metabolism",27,3,1,0.140945616260212,0.712919282267955
"mmu00360","Phenylalanine metabolism",14,2,0,0.14567084345015,1
"mmu00380","Tryptophan metabolism",31,2,1,0.447845376912709,0.761423930886986
"mmu00400","Phenylalanine, tyrosine and tryptophan biosynthesis",5,1,0,0.220181082093433,1
"mmu00410","beta-Alanine metabolism",28,3,0,0.152507264158295,1
"mmu00430","Taurine and hypotaurine metabolism",15,0,1,1,0.499954794722111
"mmu00440","Phosphonate and phosphinate metabolism",6,1,0,0.258026700076127,1
"mmu00450","Selenocompound metabolism",16,0,0,1,1
"mmu00470","D-Amino acid metabolism",5,0,1,1,0.206215632345969
"mmu00480","Glutathione metabolism",58,10,0,0.000428136825843085,1
"mmu00500","Starch and sucrose metabolism",21,2,3,0.271261000954281,0.0665230060267377
"mmu00510","N-Glycan biosynthesis",50,0,0,1,1
"mmu00511","Other glycan degradation",17,1,0,0.570824929226206,1
"mmu00512","Mucin type O-glycan biosynthesis",24,2,5,0.325933664498844,0.00383731832723181
"mmu00513","Various types of N-glycan biosynthesis",42,0,1,1,0.856622448858803
"mmu00514","Other types of O-glycan biosynthesis",37,4,6,0.102808241475357,0.00581421914690877
"mmu00515","Mannose type O-glycan biosynthesis",21,1,0,0.648329388854092,1
"mmu00520","Amino sugar and nucleotide sugar metabolism",34,0,0,1,1
"mmu00524","Neomycin, kanamycin and gentamicin biosynthesis",2,0,0,1,1
"mmu00531","Glycosaminoglycan degradation",16,1,0,0.548917947307469,1
"mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",20,1,0,0.630373751335054,1
"mmu00533","Glycosaminoglycan biosynthesis - keratan sulfate",13,1,1,0.476266647410377,0.451523000859719
"mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",20,0,1,1,0.603161857598265
"mmu00541","Biosynthesis of various nucleotide sugars",20,0,1,1,0.603161857598265
"mmu00561","Glycerolipid metabolism",56,5,3,0.134393586611036,0.466526832650286
"mmu00562","Inositol phosphate metabolism",70,2,1,0.860006354380563,0.960839802215399
"mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",29,0,0,1,1
"mmu00564","Glycerophospholipid metabolism",90,5,2,0.444285636565196,0.918305018581799
"mmu00565","Ether lipid metabolism",39,2,1,0.570644152153029,0.835256067620629
"mmu00590","Arachidonic acid metabolism",43,4,1,0.154138392322981,0.863110826805217
"mmu00591","Linoleic acid metabolism",18,0,0,1,1
"mmu00592","alpha-Linolenic acid metabolism",17,0,0,1,1
"mmu00600","Sphingolipid metabolism",50,2,2,0.705194206050089,0.666333107155971
"mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series",24,2,2,0.325933664498844,0.295470193776584
"mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series",14,2,1,0.14567084345015,0.476297677475627
"mmu00604","Glycosphingolipid biosynthesis - ganglio series",12,0,0,1,1
"mmu00620","Pyruvate metabolism",39,5,1,0.0390408093220996,0.835256067620629
"mmu00630","Glyoxylate and dicarboxylate metabolism",30,1,0,0.775388642331994,1
"mmu00640","Propanoate metabolism",29,0,0,1,1
"mmu00650","Butanoate metabolism",19,0,0,1,1
"mmu00670","One carbon pool by folate",32,4,0,0.0674081787903481,1
"mmu00730","Thiamine metabolism",11,2,0,0.0967344564882017,1
"mmu00740","Riboflavin metabolism",8,1,1,0.32830354748868,0.308951808871823
"mmu00750","Vitamin B6 metabolism",9,1,0,0.360908088838147,1
"mmu00760","Nicotinate and nicotinamide metabolism",35,0,2,1,0.473019316687874
"mmu00770","Pantothenate and CoA biosynthesis",18,2,2,0.216470256782609,0.19395721276827
"mmu00780","Biotin metabolism",3,0,0,1,1
"mmu00785","Lipoic acid metabolism",17,1,0,0.570824929226206,1
"mmu00790","Folate biosynthesis",20,3,1,0.0701463689259775,0.603161857598265
"mmu00830","Retinol metabolism",31,3,3,0.188811850022067,0.162682523611056
"mmu00860","Porphyrin metabolism",29,3,0,0.164355506198273,1
"mmu00900","Terpenoid backbone biosynthesis",22,0,0,1,1
"mmu00910","Nitrogen metabolism",13,2,1,0.128822510998273,0.451523000859719
"mmu00920","Sulfur metabolism",11,0,1,1,0.398407626394763
"mmu00970","Aminoacyl-tRNA biosynthesis",44,1,0,0.888228846454149,1
"mmu00980","Metabolism of xenobiotics by cytochrome P450",36,6,2,0.00716058226082308,0.487867612967938
"mmu00982","Drug metabolism - cytochrome P450",38,5,1,0.0353958685335865,0.827449501924099
"mmu00983","Drug metabolism - other enzymes",52,8,2,0.00334870590603781,0.687278402631871
"mmu01040","Biosynthesis of unsaturated fatty acids",32,2,1,0.464277012007268,0.772212806469876
"mmu01100","Metabolic pathways",1324,82,40,0.0124169155326275,0.998387705476677
"mmu01200","Carbon metabolism",107,6,0,0.418440990613152,1
"mmu01210","2-Oxocarboxylic acid metabolism",30,0,1,1,0.750124809714498
"mmu01212","Fatty acid metabolism",58,3,0,0.539013704954354,1
"mmu01230","Biosynthesis of amino acids",69,4,2,0.432182324077506,0.82459046878347
"mmu01232","Nucleotide metabolism",76,8,2,0.0305713546350531,0.863334307267695
"mmu01240","Biosynthesis of cofactors",121,10,1,0.0695266351197479,0.996339376705612
"mmu01250","Biosynthesis of nucleotide sugars",34,0,1,1,0.792350826568559
"mmu01320","Sulfur cycle",2,0,0,1,1
"mmu01521","EGFR tyrosine kinase inhibitor resistance",77,7,3,0.0794033857667221,0.681577302509827
"mmu01522","Endocrine resistance",87,3,6,0.800485375749238,0.199140489336614
"mmu01523","Antifolate resistance",28,2,2,0.396928056742905,0.362485478662187
"mmu01524","Platinum drug resistance",68,3,0,0.647439507538605,1
"mmu02010","ABC transporters",39,2,5,0.570644152153029,0.0298904830869375
"mmu03008","Ribosome biogenesis in eukaryotes",77,0,0,1,1
"mmu03010","Ribosome",189,0,1,1,0.999846616654987
"mmu03013","Nucleocytoplasmic transport",105,1,0,0.994698335730177,1
"mmu03015","mRNA surveillance pathway",94,0,1,1,0.987150002386512
"mmu03018","RNA degradation",74,0,1,1,0.967473235541945
"mmu03020","RNA polymerase",32,0,1,1,0.772212806469876
"mmu03022","Basal transcription factors",38,1,0,0.849247447945163,1
"mmu03030","DNA replication",35,0,0,1,1
"mmu03040","Spliceosome",138,0,3,1,0.951803938826142
"mmu03050","Proteasome",43,0,0,1,1
"mmu03060","Protein export",34,1,0,0.815982319698379,1
"mmu03082","ATP-dependent chromatin remodeling",99,0,1,1,0.989814420619257
"mmu03083","Polycomb repressive complex",80,0,2,1,0.881789303982015
"mmu03250","Viral life cycle - HIV-1",59,2,3,0.787426355935658,0.501303604851351
"mmu03260","Virion - Human immunodeficiency virus",1,0,1,1,0.0451324609000959
"mmu03264","Virion - Flavivirus and Alphavirus",5,1,0,0.220181082093433,1
"mmu03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus",5,1,1,0.220181082093433,0.206215632345969
"mmu03266","Virion - Herpesvirus",9,1,2,0.360908088838147,0.059314677299941
"mmu03267","Virion - Adenovirus",2,0,0,1,1
"mmu03271","Virion - Rotavirus",2,0,0,1,1
"mmu03272","Virion - Hepatitis viruses",36,2,1,0.526984833767579,0.810710795995555
"mmu03273","Virion - Lassa virus and SFTS virus",12,1,0,0.449540175378677,1
"mmu03320","PPAR signaling pathway",61,11,1,0.000147660721660402,0.94055346284144
"mmu03410","Base excision repair",45,0,0,1,1
"mmu03420","Nucleotide excision repair",57,0,1,1,0.928441397479402
"mmu03430","Mismatch repair",22,0,0,1,1
"mmu03440","Homologous recombination",40,0,0,1,1
"mmu03450","Non-homologous end-joining",12,0,0,1,1
"mmu03460","Fanconi anemia pathway",50,0,0,1,1
"mmu04010","MAPK signaling pathway",263,15,21,0.296317359422848,0.00827652362079109
"mmu04012","ErbB signaling pathway",80,7,3,0.0929492818127971,0.706389269660196
"mmu04014","Ras signaling pathway",191,10,14,0.448694842642889,0.0510152727248933
"mmu04015","Rap1 signaling pathway",183,14,14,0.0619143003444453,0.0378522010958556
"mmu04020","Calcium signaling pathway",187,14,17,0.0712998098590543,0.00480523489277524
"mmu04022","cGMP-PKG signaling pathway",134,15,9,0.00214786091300627,0.152051698703783
"mmu04024","cAMP signaling pathway",162,12,11,0.0955912196062638,0.115947793864062
"mmu04060","Cytokine-cytokine receptor interaction",182,19,19,0.0013734776633802,0.000584199461088837
"mmu04061","Viral protein interaction with cytokine and cytokine receptor",61,6,4,0.074500263348098,0.296191737053254
"mmu04062","Chemokine signaling pathway",148,13,7,0.0279315107040999,0.504456060180321
"mmu04064","NF-kappa B signaling pathway",92,6,4,0.288202852648474,0.601311869978212
"mmu04066","HIF-1 signaling pathway",99,6,8,0.348484866496647,0.0786014332426671
"mmu04068","FoxO signaling pathway",120,5,8,0.697810515407315,0.17502309961375
"mmu04070","Phosphatidylinositol signaling system",91,4,3,0.649967955823554,0.784728588041139
"mmu04071","Sphingolipid signaling pathway",111,4,4,0.792999274832869,0.743801447481611
"mmu04072","Phospholipase D signaling pathway",126,8,4,0.268017508911079,0.826090392781425
"mmu04080","Neuroactive ligand-receptor interaction",148,11,26,0.105406549389705,2.30387251402705e-09
"mmu04081","Hormone signaling",135,12,15,0.0312287617989651,0.00113939381916238
"mmu04082","Neuroactive ligand signaling",102,9,8,0.0593967672973311,0.0898381814163158
"mmu04110","Cell cycle",153,3,4,0.981047973793318,0.919059375750989
"mmu04114","Oocyte meiosis",109,2,5,0.971367922202818,0.549607668966912
"mmu04115","p53 signaling pathway",74,2,1,0.8802197209792,0.967473235541945
"mmu04120","Ubiquitin mediated proteolysis",140,0,0,1,1
"mmu04122","Sulfur relay system",8,1,0,0.32830354748868,1
"mmu04130","SNARE interactions in vesicular transport",32,0,0,1,1
"mmu04136","Autophagy - other",31,0,0,1,1
"mmu04137","Mitophagy - animal",96,2,0,0.950697415339525,1
"mmu04140","Autophagy - animal",157,4,2,0.950106144966282,0.994188639801231
"mmu04141","Protein processing in endoplasmic reticulum",160,1,5,0.999664149914772,0.853704370173594
"mmu04142","Lysosome",125,3,1,0.945725334960864,0.996961352754701
"mmu04144","Endocytosis",246,12,9,0.534444848843925,0.785278361448219
"mmu04145","Phagosome",133,4,10,0.891835520395777,0.0784629862707713
"mmu04146","Peroxisome",80,6,0,0.191848877910897,1
"mmu04148","Efferocytosis",146,6,15,0.717475468238371,0.00249220875003469
"mmu04150","mTOR signaling pathway",142,4,9,0.918497859100543,0.192502264851925
"mmu04151","PI3K-Akt signaling pathway",305,21,24,0.0678260403485901,0.00595742395007181
"mmu04152","AMPK signaling pathway",115,9,5,0.106383829696929,0.597596714157465
"mmu04210","Apoptosis",123,1,6,0.997848551407544,0.482367387857392
"mmu04211","Longevity regulating pathway",82,3,5,0.76671509664095,0.311381887917311
"mmu04213","Longevity regulating pathway - multiple species",55,2,7,0.753716906693425,0.0114259491543462
"mmu04215","Apoptosis - multiple species",29,0,1,1,0.738291347357217
"mmu04216","Ferroptosis",39,5,2,0.0390408093220996,0.53080000545599
"mmu04217","Necroptosis",118,6,6,0.512636334889193,0.442461790391481
"mmu04218","Cellular senescence",160,9,5,0.373272242051122,0.853704370173594
"mmu04260","Cardiac muscle contraction",63,7,3,0.0322943077753923,0.545791212399252
"mmu04261","Adrenergic signaling in cardiomyocytes",128,12,8,0.0216828778573224,0.221436729556682
"mmu04270","Vascular smooth muscle contraction",107,17,5,1.46782991674982e-05,0.533010853451305
"mmu04310","Wnt signaling pathway",148,11,14,0.105406549389705,0.00710647690905789
"mmu04330","Notch signaling pathway",60,0,4,1,0.285965739501433
"mmu04340","Hedgehog signaling pathway",51,4,3,0.233876790384041,0.406366546263846
"mmu04350","TGF-beta signaling pathway",98,7,4,0.19795433589487,0.65099962747707
"mmu04360","Axon guidance",166,17,13,0.00293649819086315,0.037810872270886
"mmu04370","VEGF signaling pathway",55,2,2,0.753716906693425,0.716657186385181
"mmu04371","Apelin signaling pathway",118,12,6,0.0120357569709899,0.442461790391481
"mmu04380","Osteoclast differentiation",105,8,5,0.137489389019813,0.516144031113148
"mmu04382","Cornified envelope formation",138,10,14,0.133703433602381,0.0038350373193105
"mmu04390","Hippo signaling pathway",140,8,13,0.369372395409206,0.0107681533508841
"mmu04392","Hippo signaling pathway - multiple species",26,2,0,0.361800998149967,1
"mmu04510","Focal adhesion",190,25,13,5.4515304164071e-06,0.0893086780124766
"mmu04512","ECM-receptor interaction",83,13,12,0.000169657905292074,0.000332140004735106
"mmu04514","Cell adhesion molecules",122,10,13,0.0726207248698343,0.00343438277469845
"mmu04520","Adherens junction",85,8,2,0.0537242747370467,0.901615974900515
"mmu04530","Tight junction",148,11,3,0.105406549389705,0.965856696974495
"mmu04540","Gap junction",73,8,5,0.0246978639988746,0.233078280229376
"mmu04550","Signaling pathways regulating pluripotency of stem cells",109,5,15,0.614561555871127,0.000110902437860608
"mmu04610","Complement and coagulation cascades",53,1,5,0.928660289100236,0.0898522544229945
"mmu04611","Platelet activation",112,8,8,0.176916786078911,0.133561541580588
"mmu04612","Antigen processing and presentation",63,2,4,0.817006200062591,0.316768477363911
"mmu04613","Neutrophil extracellular trap formation",119,8,8,0.220705425980599,0.169551279849286
"mmu04614","Renin-angiotensin system",14,1,1,0.501697093868857,0.476297677475627
"mmu04620","Toll-like receptor signaling pathway",79,6,3,0.18443140820354,0.69828728736116
"mmu04621","NOD-like receptor signaling pathway",148,11,5,0.105406549389705,0.80345585881184
"mmu04622","RIG-I-like receptor signaling pathway",53,1,1,0.928660289100236,0.913865721976942
"mmu04623","Cytosolic DNA-sensing pathway",63,2,0,0.817006200062591,1
"mmu04625","C-type lectin receptor signaling pathway",87,3,7,0.800485375749238,0.0977421078331745
"mmu04630","JAK-STAT signaling pathway",121,6,8,0.537379330465917,0.180572592719287
"mmu04640","Hematopoietic cell lineage",64,8,1,0.0118590460828959,0.948273722341917
"mmu04650","Natural killer cell mediated cytotoxicity",69,3,2,0.657223924968655,0.82459046878347
"mmu04657","IL-17 signaling pathway",75,6,3,0.155967712289324,0.664189082954462
"mmu04658","Th1 and Th2 cell differentiation",71,2,2,0.865334027612398,0.836566753907614
"mmu04659","Th17 cell differentiation",83,4,5,0.577232543102747,0.320331981648727
"mmu04660","T cell receptor signaling pathway",100,2,2,0.958235535692719,0.944014648192404
"mmu04662","B cell receptor signaling pathway",62,2,1,0.809977003866561,0.943246919760891
"mmu04664","Fc epsilon RI signaling pathway",54,1,1,0.932133142052056,0.917766371129024
"mmu04666","Fc gamma R-mediated phagocytosis",86,8,1,0.056840013394069,0.98136618538889
"mmu04668","TNF signaling pathway",114,6,7,0.47891189756094,0.255796726909866
"mmu04670","Leukocyte transendothelial migration",94,7,8,0.171436963671806,0.06184224543158
"mmu04672","Intestinal immune network for IgA production",30,4,2,0.0553674912312715,0.395120938996064
"mmu04710","Circadian rhythm",33,1,0,0.806578511398941,1
"mmu04713","Circadian entrainment",73,9,5,0.0085594649551812,0.233078280229376
"mmu04714","Thermogenesis",215,11,5,0.472362438370902,0.968332917700443
"mmu04720","Long-term potentiation",54,2,1,0.744599082653753,0.917766371129024
"mmu04721","Synaptic vesicle cycle",56,1,4,0.938580501229767,0.245680441831688
"mmu04722","Neurotrophin signaling pathway",113,6,3,0.470369602725337,0.889986566949554
"mmu04723","Retrograde endocannabinoid signaling",112,10,5,0.0454446884559285,0.573955335631298
"mmu04724","Glutamatergic synapse",88,12,6,0.00107892236673551,0.206226015148312
"mmu04725","Cholinergic synapse",89,6,4,0.26306326656542,0.574930922536227
"mmu04726","Serotonergic synapse",78,5,5,0.327864093785846,0.275986682584396
"mmu04727","GABAergic synapse",57,4,5,0.298897003347126,0.113701767121207
"mmu04728","Dopaminergic synapse",110,7,4,0.285516034483509,0.737391137686669
"mmu04730","Long-term depression",51,6,4,0.0360229438055336,0.197399461603074
"mmu04740","Olfactory transduction",38,3,3,0.279892432480278,0.244825282482488
"mmu04742","Taste transduction",36,1,2,0.833442208811838,0.487867612967938
"mmu04744","Phototransduction",13,1,0,0.476266647410377,1
"mmu04750","Inflammatory mediator regulation of TRP channels",87,7,8,0.129188210023749,0.0424591252880282
"mmu04810","Regulation of actin cytoskeleton",197,17,9,0.0155269624167354,0.533394175552967
"mmu04814","Motor proteins",162,17,7,0.00227085563651094,0.600852503391392
"mmu04820","Cytoskeleton in muscle cells",198,28,18,3.43528386300352e-07,0.00377822350231021
"mmu04910","Insulin signaling pathway",121,8,1,0.233903625600093,0.996339376705612
"mmu04911","Insulin secretion",62,6,6,0.0792779436324994,0.0601513150768061
"mmu04912","GnRH signaling pathway",79,3,5,0.744305490160788,0.284763554211213
"mmu04913","Ovarian steroidogenesis",34,2,3,0.496252837517508,0.196902562278853
"mmu04914","Progesterone-mediated oocyte maturation",82,3,4,0.76671509664095,0.509773510416099
"mmu04915","Estrogen signaling pathway",105,7,9,0.247796961752325,0.0476686627852475
"mmu04916","Melanogenesis",78,7,7,0.0837831575190543,0.0619176625314433
"mmu04917","Prolactin signaling pathway",62,7,3,0.0299085806936859,0.534885367873759
"mmu04918","Thyroid hormone synthesis",56,4,4,0.287874562564479,0.245680441831688
"mmu04919","Thyroid hormone signaling pathway",110,6,7,0.444528408513171,0.228556711761858
"mmu04920","Adipocytokine signaling pathway",61,5,3,0.173243207927963,0.523832630487319
"mmu04921","Oxytocin signaling pathway",128,15,3,0.00135703976842164,0.93249788581484
"mmu04922","Glucagon signaling pathway",84,6,5,0.222589258184643,0.329311609036095
"mmu04923","Regulation of lipolysis in adipocytes",46,4,3,0.182785827465598,0.344356585763887
"mmu04924","Renin secretion",59,5,5,0.157211354969406,0.126652648565605
"mmu04925","Aldosterone synthesis and secretion",77,5,6,0.318201664016137,0.133959330440159
"mmu04926","Relaxin signaling pathway",109,12,6,0.00654600816992144,0.369465240375012
"mmu04927","Cortisol synthesis and secretion",48,3,5,0.413826754022935,0.0641435259799717
"mmu04928","Parathyroid hormone synthesis, secretion and action",98,7,6,0.19795433589487,0.281319991411101
"mmu04929","GnRH secretion",50,5,2,0.0937584112483347,0.666333107155971
"mmu04930","Type II diabetes mellitus",35,2,1,0.511778055160351,0.801742929800344
"mmu04931","Insulin resistance",99,7,4,0.204823683833648,0.658867165364451
"mmu04932","Non-alcoholic fatty liver disease",144,10,4,0.162032523495008,0.894660741516878
"mmu04933","AGE-RAGE signaling pathway in diabetic complications",97,12,10,0.00251977706652173,0.0120724030885357
"mmu04934","Cushing syndrome",125,6,13,0.569500691438574,0.00423506019392447
"mmu04935","Growth hormone synthesis, secretion and action",101,8,8,0.117180479168265,0.0859943427086803
"mmu04936","Alcoholic liver disease",112,4,6,0.798719850821746,0.393859672542669
"mmu04940","Type I diabetes mellitus",39,3,0,0.293305701832106,1
"mmu04950","Maturity onset diabetes of the young",6,0,1,1,0.242052512801358
"mmu04960","Aldosterone-regulated sodium reabsorption",32,3,2,0.201370850494314,0.426968787817399
"mmu04961","Endocrine and other factor-regulated calcium reabsorption",42,4,1,0.14499409718899,0.856622448858803
"mmu04962","Vasopressin-regulated water reabsorption",38,1,1,0.849247447945163,0.827449501924099
"mmu04964","Proximal tubule bicarbonate reclamation",18,3,3,0.053894075208144,0.0450544212663352
"mmu04966","Collecting duct acid secretion",19,1,3,0.611502600657547,0.0517634688798627
"mmu04970","Salivary secretion",64,10,7,0.000956599129365579,0.0247639370053335
"mmu04971","Gastric acid secretion",55,7,3,0.0164677013317678,0.45469577599929
"mmu04972","Pancreatic secretion",69,7,7,0.0492767827853518,0.0355462489253487
"mmu04973","Carbohydrate digestion and absorption",31,5,2,0.0157909351087803,0.411151174539858
"mmu04974","Protein digestion and absorption",73,11,6,0.000741013641539261,0.111226222644519
"mmu04975","Fat digestion and absorption",23,2,1,0.307791929969006,0.654569939223688
"mmu04976","Bile secretion",48,6,8,0.0276982239292027,0.00125845119746529
"mmu04977","Vitamin digestion and absorption",19,0,1,1,0.584381178390953
"mmu04978","Mineral absorption",46,6,6,0.0229213832395217,0.0166586030329233
"mmu04979","Cholesterol metabolism",37,3,1,0.266538222722383,0.819273561830295
"mmu04980","Cobalamin transport and metabolism",16,0,0,1,1
"mmu04981","Folate transport and metabolism",20,1,1,0.630373751335054,0.603161857598265
"mmu05010","Alzheimer disease",339,18,16,0.380880952301416,0.46358787368399
"mmu05012","Parkinson disease",243,14,5,0.292213874432831,0.986680881985715
"mmu05014","Amyotrophic lateral sclerosis",329,15,8,0.63542834929996,0.983180111647579
"mmu05016","Huntington disease",273,14,6,0.454695917592322,0.985720196561814
"mmu05017","Spinocerebellar ataxia",123,9,2,0.143365233659941,0.977115655317505
"mmu05020","Prion disease",238,15,11,0.181878121313754,0.511673551929895
"mmu05022","Pathways of neurodegeneration - multiple diseases",416,23,19,0.287945328938783,0.512487335151875
"mmu05030","Cocaine addiction",35,3,1,0.240086746410597,0.801742929800344
"mmu05031","Amphetamine addiction",54,5,2,0.120072248002109,0.707131316916603
"mmu05032","Morphine addiction",59,5,3,0.157211354969406,0.501303604851351
"mmu05033","Nicotine addiction",11,2,1,0.0967344564882017,0.398407626394763
"mmu05034","Alcoholism",121,5,5,0.704725652689272,0.642583480346998
"mmu05100","Bacterial invasion of epithelial cells",73,10,1,0.0026535665412099,0.965928296175345
"mmu05132","Salmonella infection",231,12,6,0.446186224145348,0.952292206455171
"mmu05133","Pertussis",64,5,3,0.198390316901367,0.556546393134455
"mmu05134","Legionellosis",53,3,3,0.47816665682774,0.430716428657074
"mmu05135","Yersinia infection",123,7,3,0.388249594658383,0.920372110151597
"mmu05140","Leishmaniasis",59,6,3,0.0654523006607897,0.501303604851351
"mmu05142","Chagas disease",88,9,3,0.0266572467890729,0.76527046941671
"mmu05143","African trypanosomiasis",26,3,5,0.129695809159047,0.00551279053955685
"mmu05144","Malaria",40,5,11,0.0429060753881308,1.02034593080224e-06
"mmu05145","Toxoplasmosis",98,7,6,0.19795433589487,0.281319991411101
"mmu05146","Amoebiasis",87,15,5,1.70282365511345e-05,0.356374564969996
"mmu05150","Staphylococcus aureus infection",50,5,3,0.0937584112483347,0.394074364813213
"mmu05152","Tuberculosis",135,7,7,0.483765372376005,0.408965961598631
"mmu05160","Hepatitis C",133,3,2,0.959553678715416,0.984629103447279
"mmu05161","Hepatitis B",142,6,7,0.69224734750281,0.460822676710195
"mmu05162","Measles",109,5,5,0.614561555871127,0.549607668966912
"mmu05163","Human cytomegalovirus infection",201,9,10,0.645026431989155,0.422246411621355
"mmu05164","Influenza A",128,8,1,0.282051299957834,0.997357528961181
"mmu05165","Human papillomavirus infection",308,15,23,0.531838685619145,0.0126637872799346
"mmu05166","Human T-cell leukemia virus 1 infection",215,10,7,0.600104829231188,0.857817823464663
"mmu05167","Kaposi sarcoma-associated herpesvirus infection",169,3,4,0.98987030428392,0.95024438214839
"mmu05168","Herpes simplex virus 1 infection",170,6,3,0.838549283801351,0.984380562133674
"mmu05169","Epstein-Barr virus infection",187,5,2,0.952353518175258,0.998324241870182
"mmu05170","Human immunodeficiency virus 1 infection",188,7,5,0.812405970129131,0.930664559773798
"mmu05171","Coronavirus disease - COVID-19",219,6,8,0.957920991016691,0.777230404227241
"mmu05200","Pathways in cancer",453,29,34,0.0780077452401888,0.00261296199046262
"mmu05202","Transcriptional misregulation in cancer",149,9,15,0.298024462621578,0.00303388130479257
"mmu05203","Viral carcinogenesis",186,2,7,0.999037028713317,0.740059077890469
"mmu05204","Chemical carcinogenesis - DNA adducts",29,5,0,0.0119488668867835,1
"mmu05205","Proteoglycans in cancer",183,15,17,0.0330316675195312,0.00386199606041388
"mmu05206","MicroRNAs in cancer",162,13,10,0.0517799606471577,0.197093767682752
"mmu05207","Chemical carcinogenesis - receptor activation",149,9,4,0.298024462621578,0.90891576444132
"mmu05208","Chemical carcinogenesis - reactive oxygen species",204,15,4,0.0718270371441961,0.98396067465486
"mmu05210","Colorectal cancer",82,4,3,0.567557762782471,0.722091357279013
"mmu05211","Renal cell carcinoma",67,7,2,0.0430958875209075,0.811831438771659
"mmu05212","Pancreatic cancer",74,3,3,0.703193442643318,0.655240013975647
"mmu05213","Endometrial cancer",56,1,1,0.938580501229767,0.925046421504227
"mmu05214","Glioma",71,4,3,0.453964365841688,0.627375041251424
"mmu05215","Prostate cancer",96,6,7,0.322440362230006,0.142796881867983
"mmu05216","Thyroid cancer",34,0,0,1,1
"mmu05217","Basal cell carcinoma",52,3,10,0.465546371141908,9.31219465527967e-05
"mmu05218","Melanoma",62,3,4,0.584639535256045,0.306462128553996
"mmu05219","Bladder cancer",39,0,4,1,0.097605747375323
"mmu05220","Chronic myeloid leukemia",75,4,4,0.496634398612379,0.440462358484088
"mmu05221","Acute myeloid leukemia",61,2,1,0.802708053266222,0.94055346284144
"mmu05222","Small cell lung cancer",89,8,4,0.0668637802457363,0.574930922536227
"mmu05223","Non-small cell lung cancer",71,4,2,0.453964365841688,0.836566753907614
"mmu05224","Breast cancer",124,4,12,0.857828817601961,0.0102604957518818
"mmu05225","Hepatocellular carcinoma",152,11,11,0.120745324211437,0.0830406696386434
"mmu05226","Gastric cancer",123,7,11,0.388249594658383,0.0232806979218228
"mmu05230","Central carbon metabolism in cancer",59,4,4,0.321077843129248,0.275792752170448
"mmu05231","Choline metabolism in cancer",92,8,1,0.0779116924259125,0.985898650272904
"mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",77,4,1,0.517431763553467,0.971700812653491
"mmu05310","Asthma",13,1,1,0.476266647410377,0.451523000859719
"mmu05320","Autoimmune thyroid disease",34,1,0,0.815982319698379,1
