"","Pathway","N","Up","Down","P.Up","P.Down"
"mmu04070","Phosphatidylinositol signaling system",91,18,17,0.179444693644596,0.610381721991563
"mmu04071","Sphingolipid signaling pathway",111,15,31,0.779777210320446,0.0183642251441864
"mmu04072","Phospholipase D signaling pathway",126,22,41,0.33517942600615,0.000308951082864222
"mmu04080","Neuroactive ligand-receptor interaction",148,28,36,0.171225153597867,0.0805071773613228
"mmu04081","Hormone signaling",135,28,28,0.0735673163670177,0.378949505758696
"mmu04082","Neuroactive ligand signaling",102,16,25,0.550398778588707,0.119519032475505
"mmu04110","Cell cycle",153,25,15,0.455923316993476,0.999612703780681
"mmu04114","Oocyte meiosis",109,19,19,0.354157968170248,0.734562977530539
"mmu04115","p53 signaling pathway",74,13,12,0.381727465308657,0.797163733773767
"mmu04120","Ubiquitin mediated proteolysis",140,13,14,0.990924557764933,0.999190715892576
"mmu04122","Sulfur relay system",8,1,1,0.746516340093916,0.821855911060387
"mmu04130","SNARE interactions in vesicular transport",32,10,6,0.021525487660233,0.60739388108403
"mmu04136","Autophagy - other",31,8,2,0.102991990066863,0.989466820387334
"mmu04137","Mitophagy - animal",96,10,9,0.949767583518979,0.997706198115591
"mmu04140","Autophagy - animal",157,33,20,0.0477507834626461,0.989819821640213
"mmu04141","Protein processing in endoplasmic reticulum",160,56,17,1.60853769199929e-09,0.99909577708789
"mmu04142","Lysosome",125,47,14,2.30263896545013e-09,0.995161946709557
"mmu04144","Endocytosis",246,45,34,0.156171957305659,0.991619172303741
"mmu04145","Phagosome",133,35,22,0.00118475226973677,0.827342429729705
"mmu04146","Peroxisome",80,34,4,1.02131333512028e-08,0.999957813234982
"mmu04148","Efferocytosis",146,26,37,0.279261342902747,0.0458982724192836
"mmu04150","mTOR signaling pathway",142,28,29,0.119800870372112,0.41087183928922
"mmu04151","PI3K-Akt signaling pathway",305,43,92,0.810732490724566,3.59710479296966e-06
"mmu04152","AMPK signaling pathway",115,27,14,0.0194090380673955,0.985546891730251
"mmu04210","Apoptosis",123,18,28,0.672271461266533,0.199908833758685
"mmu04211","Longevity regulating pathway",82,13,16,0.537646162554198,0.533631219845395
"mmu04213","Longevity regulating pathway - multiple species",55,9,13,0.507903617995976,0.258747047140294
"mmu04215","Apoptosis - multiple species",29,3,5,0.857507399229512,0.688245223876978
"mmu04216","Ferroptosis",39,14,5,0.00170301555451708,0.898535121442425
"mmu04217","Necroptosis",118,21,21,0.307159125846677,0.705593976702231
"mmu04218","Cellular senescence",160,30,28,0.174233731202347,0.757789295187336
"mmu04260","Cardiac muscle contraction",63,18,9,0.00707538652109977,0.885793905251883
"mmu04261","Adrenergic signaling in cardiomyocytes",128,14,28,0.953620484504391,0.269285448308677
"mmu04270","Vascular smooth muscle contraction",107,13,25,0.880091574380111,0.177703227222707
"mmu04310","Wnt signaling pathway",148,13,41,0.995622652018557,0.00873564381198069
"mmu04330","Notch signaling pathway",60,2,20,0.999592071682099,0.00747112617157577
"mmu04340","Hedgehog signaling pathway",51,3,17,0.991310087551889,0.0130672579941477
"mmu04350","TGF-beta signaling pathway",98,7,33,0.996746750226967,0.000581588657484861
"mmu04360","Axon guidance",166,20,61,0.927366633536577,1.20019631533616e-07
"mmu04370","VEGF signaling pathway",55,7,17,0.78487721969618,0.0278350032740659
"mmu04371","Apelin signaling pathway",118,12,34,0.970001303347275,0.00858578868736611
"mmu04380","Osteoclast differentiation",105,14,23,0.790898753318975,0.29222668270759
"mmu04382","Cornified envelope formation",138,17,61,0.894119217516347,2.28145970947369e-11
"mmu04390","Hippo signaling pathway",140,6,50,0.999995910274586,4.14295870528157e-06
"mmu04392","Hippo signaling pathway - multiple species",26,1,9,0.988475508899789,0.049819104228455
"mmu04510","Focal adhesion",190,19,56,0.992050317691032,0.000513173530300973
"mmu04512","ECM-receptor interaction",83,13,27,0.556436909497103,0.00308624603409533
"mmu04514","Cell adhesion molecules",122,20,42,0.461895528811944,6.34406029624191e-05
"mmu04520","Adherens junction",85,3,27,0.999935900631184,0.00446735184089803
"mmu04530","Tight junction",148,10,42,0.99972560724615,0.00511141257211624
"mmu04540","Gap junction",73,8,25,0.906793581698045,0.00197038257877873
"mmu04550","Signaling pathways regulating pluripotency of stem cells",109,6,45,0.999741950133087,1.13140062385742e-07
"mmu04610","Complement and coagulation cascades",53,6,14,0.861805815131208,0.132394853012451
"mmu04611","Platelet activation",112,17,29,0.607443952413546,0.0556234624691946
"mmu04612","Antigen processing and presentation",63,11,9,0.406991176161857,0.885793905251883
"mmu04613","Neutrophil extracellular trap formation",119,26,27,0.0486233457736727,0.21039513936664
"mmu04614","Renin-angiotensin system",14,5,3,0.0561454109785514,0.529007315048482
"mmu04620","Toll-like receptor signaling pathway",79,20,11,0.0187896363697023,0.920355619868996
"mmu04621","NOD-like receptor signaling pathway",148,29,28,0.122004750248002,0.591440544585704
"mmu04622","RIG-I-like receptor signaling pathway",53,7,6,0.750756702524494,0.959739736582937
"mmu04623","Cytosolic DNA-sensing pathway",63,10,14,0.543596359267522,0.331456709706803
"mmu04625","C-type lectin receptor signaling pathway",87,13,25,0.628424921794777,0.022692548610205
"mmu04630","JAK-STAT signaling pathway",121,17,30,0.734671604235601,0.0846716397909637
"mmu04640","Hematopoietic cell lineage",64,9,22,0.697380761509137,0.00338986427723233
"mmu04650","Natural killer cell mediated cytotoxicity",69,9,15,0.779916437467802,0.356335240254869
"mmu04657","IL-17 signaling pathway",75,14,15,0.288151644778984,0.4933507595083
"mmu04658","Th1 and Th2 cell differentiation",71,8,21,0.890079191133271,0.0255766684165171
"mmu04659","Th17 cell differentiation",83,11,21,0.778226733788844,0.112270345291579
"mmu04660","T cell receptor signaling pathway",100,12,20,0.882639093117646,0.478988946042457
"mmu04662","B cell receptor signaling pathway",62,8,13,0.781857741304378,0.426606809335711
"mmu04664","Fc epsilon RI signaling pathway",54,8,12,0.633125975936285,0.350320581120693
"mmu04666","Fc gamma R-mediated phagocytosis",86,12,19,0.721680271611638,0.302014131391909
"mmu04668","TNF signaling pathway",114,22,23,0.179592444748876,0.453521342111044
"mmu04670","Leukocyte transendothelial migration",94,7,33,0.994892111960774,0.000245410893598835
"mmu04672","Intestinal immune network for IgA production",30,7,7,0.183209602034268,0.360477449343543
"mmu04710","Circadian rhythm",33,5,8,0.61175301255075,0.302019635366958
"mmu04713","Circadian entrainment",73,6,18,0.980886139531017,0.160207388217637
"mmu04714","Thermogenesis",215,72,24,8.1371435951659e-11,0.99961057837268
"mmu04720","Long-term potentiation",54,7,7,0.768276172441887,0.920714536860909
"mmu04721","Synaptic vesicle cycle",56,18,8,0.00173122207439816,0.875252694595416
"mmu04722","Neurotrophin signaling pathway",113,10,22,0.989095664245658,0.529879297290008
"mmu04723","Retrograde endocannabinoid signaling",112,33,18,0.000179953987565939,0.844668527007704
"mmu04724","Glutamatergic synapse",88,11,29,0.8387479991812,0.00177503270403534
"mmu04725","Cholinergic synapse",89,15,24,0.432438006420295,0.0508063275551598
"mmu04726","Serotonergic synapse",78,11,25,0.703164657681759,0.00534468599053122
"mmu04727","GABAergic synapse",57,9,18,0.553710842267156,0.0193424547772453
"mmu04728","Dopaminergic synapse",110,10,23,0.985509312751484,0.380310883736264
"mmu04730","Long-term depression",51,6,15,0.83574317236826,0.0561212363264578
"mmu04740","Olfactory transduction",38,5,9,0.736722372514728,0.30973612185575
"mmu04742","Taste transduction",36,5,3,0.690626538172853,0.980453174731334
"mmu04744","Phototransduction",13,1,1,0.892539226403728,0.939425956206159
"mmu04750","Inflammatory mediator regulation of TRP channels",87,11,19,0.827777950596675,0.321203440072088
"mmu04810","Regulation of actin cytoskeleton",197,18,59,0.997730271701691,0.000232486786025754
"mmu04814","Motor proteins",162,17,30,0.979447398012748,0.642680038726789
"mmu04820","Cytoskeleton in muscle cells",198,23,74,0.96068771381969,2.39351516648657e-09
"mmu04910","Insulin signaling pathway",121,18,17,0.643956750875023,0.950772463307108
"mmu04911","Insulin secretion",62,9,11,0.659443689346096,0.678877856476687
"mmu04912","GnRH signaling pathway",79,7,22,0.974734204784249,0.0433141536434705
"mmu04913","Ovarian steroidogenesis",34,8,11,0.155725920299049,0.0510304540360258
"mmu04914","Progesterone-mediated oocyte maturation",82,21,13,0.0143537743649517,0.829200392304859
"mmu04915","Estrogen signaling pathway",105,12,29,0.917524044554924,0.025449472104981
"mmu04916","Melanogenesis",78,8,23,0.939388581708558,0.0208500690925513
"mmu04917","Prolactin signaling pathway",62,13,14,0.168984399845322,0.308573178829284
"mmu04918","Thyroid hormone synthesis",56,9,9,0.531005928652008,0.784189715744481
"mmu04919","Thyroid hormone signaling pathway",110,15,18,0.767813874647752,0.822412404891824
"mmu04920","Adipocytokine signaling pathway",61,12,15,0.246296442564762,0.190737975519051
"mmu04921","Oxytocin signaling pathway",128,15,33,0.921092001773722,0.0459474830848697
"mmu04922","Glucagon signaling pathway",84,17,12,0.163071786309372,0.911790777005603
"mmu04923","Regulation of lipolysis in adipocytes",46,12,9,0.0490273213749475,0.54742789186444
"mmu04924","Renin secretion",59,10,12,0.455177435372075,0.478938208820548
"mmu04925","Aldosterone synthesis and secretion",77,10,20,0.792554438704504,0.0964263728795081
"mmu04926","Relaxin signaling pathway",109,13,26,0.895071702638473,0.144948100931733
"mmu04927","Cortisol synthesis and secretion",48,8,11,0.492050829363895,0.320929929335499
"mmu04928","Parathyroid hormone synthesis, secretion and action",98,14,30,0.69784321684449,0.00518213756726446
"mmu04929","GnRH secretion",50,9,10,0.388888652081277,0.513406227725872
"mmu04930","Type II diabetes mellitus",35,6,5,0.481480821711584,0.836253396564752
"mmu04931","Insulin resistance",99,22,16,0.0560166731561295,0.826683759107433
"mmu04932","Non-alcoholic fatty liver disease",144,52,15,1.74966788575191e-09,0.998830724435855
"mmu04933","AGE-RAGE signaling pathway in diabetic complications",97,12,27,0.856510448903412,0.0275301414810601
"mmu04934","Cushing syndrome",125,15,34,0.903847896670255,0.0207813753479523
"mmu04935","Growth hormone synthesis, secretion and action",101,15,17,0.641210024848803,0.77916262594715
"mmu04936","Alcoholic liver disease",112,30,23,0.00190676464480665,0.416798652555232
"mmu04940","Type I diabetes mellitus",39,10,6,0.0760228598271931,0.79504081694466
"mmu04950","Maturity onset diabetes of the young",6,1,2,0.642732411915337,0.329736453446673
"mmu04960","Aldosterone-regulated sodium reabsorption",32,6,8,0.391925532952864,0.271264585302406
"mmu04961","Endocrine and other factor-regulated calcium reabsorption",42,10,9,0.114057109815166,0.429489008224156
"mmu04962","Vasopressin-regulated water reabsorption",38,3,8,0.951854609269685,0.461867433145499
"mmu04964","Proximal tubule bicarbonate reclamation",18,6,6,0.0516333239927972,0.11839129218857
"mmu04966","Collecting duct acid secretion",19,8,2,0.00555041417934087,0.907455551157175
"mmu04970","Salivary secretion",64,7,18,0.896223523119882,0.0580958667372702
"mmu04971","Gastric acid secretion",55,11,13,0.241457214530481,0.258747047140294
"mmu04972","Pancreatic secretion",69,13,19,0.286266877115366,0.063491579570841
"mmu04973","Carbohydrate digestion and absorption",31,7,3,0.20660640552476,0.955871884230902
"mmu04974","Protein digestion and absorption",73,14,17,0.253536008004839,0.23867921746543
"mmu04975","Fat digestion and absorption",23,11,7,0.000310622264363225,0.141500943596765
"mmu04976","Bile secretion",48,13,14,0.0312534615551219,0.067635971986312
"mmu04977","Vitamin digestion and absorption",19,6,6,0.0657461091934273,0.146031687675386
"mmu04978","Mineral absorption",46,16,10,0.00120683579669849,0.400430266095
"mmu04979","Cholesterol metabolism",37,10,10,0.0557328743007034,0.165392507588345
"mmu04980","Cobalamin transport and metabolism",16,6,0,0.0294026646051568,1
"mmu04981","Folate transport and metabolism",20,4,6,0.389356099411394,0.176274301144567
"mmu05010","Alzheimer disease",339,80,45,9.41671338573832e-05,0.998949269660849
"mmu05012","Parkinson disease",243,69,18,3.61470707660096e-07,0.999999963699628
"mmu05014","Amyotrophic lateral sclerosis",329,69,37,0.00682944911955711,0.99997853356581
"mmu05016","Huntington disease",273,70,26,1.5528602153887e-05,0.999997778055344
"mmu05017","Spinocerebellar ataxia",123,15,13,0.890717795460189,0.997249208159884
"mmu05020","Prion disease",238,63,26,1.40730112221314e-05,0.999862818661044
"mmu05022","Pathways of neurodegeneration - multiple diseases",416,75,61,0.112763986300541,0.995495642328695
"mmu05030","Cocaine addiction",35,3,12,0.930087398966973,0.0274388271509448
"mmu05031","Amphetamine addiction",54,4,10,0.97891540750582,0.619047901910143
"mmu05032","Morphine addiction",59,8,19,0.732051474023035,0.0133371008866468
"mmu05033","Nicotine addiction",11,0,1,1,0.906738897171493
"mmu05034","Alcoholism",121,19,27,0.545799918446439,0.238222209332551
"mmu05100","Bacterial invasion of epithelial cells",73,7,14,0.954381564409959,0.565717138315802
"mmu05132","Salmonella infection",231,26,50,0.980049007460446,0.213467401903179
"mmu05133","Pertussis",64,11,13,0.428521245720685,0.475980675812302
"mmu05134","Legionellosis",53,13,11,0.0644784399126823,0.455268967052347
"mmu05135","Yersinia infection",123,14,23,0.933361143511248,0.613619695431752
"mmu05140","Leishmaniasis",59,6,14,0.920191321725598,0.242970402151715
"mmu05142","Chagas disease",88,17,15,0.216130275964916,0.751501005354538
"mmu05143","African trypanosomiasis",26,1,11,0.988475508899789,0.0061800605074888
"mmu05144","Malaria",40,4,15,0.894944433357616,0.00584187272279951
"mmu05145","Toxoplasmosis",98,19,25,0.19527179536874,0.0827108308877784
"mmu05146","Amoebiasis",87,19,22,0.082877811345769,0.106481584458677
"mmu05150","Staphylococcus aureus infection",50,5,16,0.912852465431711,0.0234298888692782
"mmu05152","Tuberculosis",135,25,19,0.218981121992678,0.957938581118298
"mmu05160","Hepatitis C",133,20,30,0.627561281931851,0.204998083753612
"mmu05161","Hepatitis B",142,22,30,0.5708587135319,0.331574831655022
"mmu05162","Measles",109,20,18,0.264189946262037,0.810447745557433
"mmu05163","Human cytomegalovirus infection",201,31,41,0.582820372255308,0.38623615515672
"mmu05164","Influenza A",128,19,23,0.649665275117974,0.693125906028131
"mmu05165","Human papillomavirus infection",308,55,67,0.172867547846346,0.162117644053053
"mmu05166","Human T-cell leukemia virus 1 infection",215,36,40,0.373382176818696,0.642984832516574
"mmu05167","Kaposi sarcoma-associated herpesvirus infection",169,29,30,0.338944537740225,0.735280289527516
"mmu05168","Herpes simplex virus 1 infection",170,35,27,0.0551012490972831,0.898881912571822
"mmu05169","Epstein-Barr virus infection",187,28,35,0.647708137116356,0.622389242644681
"mmu05170","Human immunodeficiency virus 1 infection",188,34,30,0.215344185728159,0.904205093376224
"mmu05171","Coronavirus disease - COVID-19",219,24,52,0.983742820808331,0.0626926931517415
"mmu05200","Pathways in cancer",453,49,130,0.999125088300705,8.21058247980696e-07
"mmu05202","Transcriptional misregulation in cancer",149,15,42,0.983352186792123,0.0058114074825934
"mmu05203","Viral carcinogenesis",186,36,33,0.107286958478525,0.744038517934651
"mmu05204","Chemical carcinogenesis - DNA adducts",29,5,7,0.490524208978496,0.326028589245845
"mmu05205","Proteoglycans in cancer",183,13,57,0.999873183734101,9.27752636291385e-05
"mmu05206","MicroRNAs in cancer",162,17,54,0.979447398012748,1.77593175167658e-05
"mmu05207","Chemical carcinogenesis - receptor activation",149,23,34,0.578440735999647,0.168362592315114
"mmu05208","Chemical carcinogenesis - reactive oxygen species",204,68,27,3.40403835017189e-10,0.992307150921654
"mmu05210","Colorectal cancer",82,9,20,0.916200824081032,0.156677939692111
"mmu05211","Renal cell carcinoma",67,6,11,0.963932095160917,0.776111027954193
"mmu05212","Pancreatic cancer",74,9,18,0.844801322151287,0.175411556775716
