"","Length","Symbol","logFC","logCPM","F","PValue","FDR"
"70296",3470,"Tbc1d13",3.4794162514639,5.630075983888,596.911304817827,7.46016627005471e-12,1.23209240819517e-09
"12925",447,"Crip1",-4.96866198023778,5.19914193649838,596.792819085204,7.4719935383684e-12,1.23209240819517e-09
"240638",3870,"Slc16a12",5.26195602566774,4.66572782805937,559.763020391302,7.91033652475486e-12,1.29078564229463e-09
"19270",9190,"Ptprg",-3.18858193745002,7.09120352656069,589.85998178155,8.01765336138207e-12,1.29470892697174e-09
"64291",5306,"Osbpl1a",3.16177652191823,6.09970595197003,588.8641727408,8.0996792111861e-12,1.29470892697174e-09
"75985",1927,"Rab30",3.37092182085917,4.29217924936983,587.282402381747,8.23534252410307e-12,1.30309738020277e-09
"209588",1615,"Sectm1a",3.54535339707338,5.64489115039612,586.084584075064,8.34029841262938e-12,1.30650774633839e-09
"22373",562,"Wap",10.3109957437693,14.0621611204813,579.501107936923,8.93792149825877e-12,1.38626277495271e-09
"69134",367,"Fam25a",-5.33622482608739,1.89592021811293,328.514793529868,9.16466928384403e-12,1.40749553266095e-09
"67041",3482,"Oxct1",3.27464738092935,7.3439689250982,573.807309768908,9.47932134933875e-12,1.44168513531448e-09
"20621",2904,"Snn",3.29797297785442,4.24274939289126,563.676933687469,1.0564536071791e-11,1.56932405261583e-09
"100470",1958,"Lao1",9.54715050766079,11.3346200250741,564.736909773323,1.06127466198151e-11,1.56932405261583e-09
"53381",975,"Prdx4",2.66561039588643,6.74833848158243,562.406130081903,1.07074269011433e-11,1.56932405261583e-09
"11416",3109,"Slc33a1",2.84404501942781,4.68295566204065,562.31613006296,1.07192897306028e-11,1.56932405261583e-09
"56349",3738,"Net1",2.72061254629154,5.98576935086908,558.511635854702,1.11686793828661e-11,1.61997557900554e-09
"15460",5482,"Hr",-2.81844208534179,6.79736691471115,557.628273813574,1.12770586943499e-11,1.62068921511001e-09
"19419",5105,"Rasgrp1",6.99302302042431,1.44383285500766,560.628220616179,1.18176578949154e-11,1.68294191748955e-09
"244895",10982,"Peak1",-3.22420193998826,5.53603995089936,547.746258816835,1.25693710275765e-11,1.75422468043643e-09
"57776",3888,"Ttyh1",5.65737412451299,2.13559188619216,548.986803601715,1.26520814076986e-11,1.75422468043643e-09
"54325",1904,"Elovl1",2.82276761658206,7.24942966855409,547.132043489621,1.26541582438121e-11,1.75422468043643e-09
"74841",4685,"Usp38",3.5487360511122,7.70194577369247,546.029540648974,1.2809921176461e-11,1.7602404844672e-09
"11839",1199,"Areg",-8.13920906852997,6.57351065482285,548.725567480657,1.30074839423286e-11,1.7718455300572e-09
"19883",1647,"Rora",2.8403446134999,4.84805425356331,541.49187345394,1.34771899848264e-11,1.80347153553688e-09
"78334",5807,"Cdk19",-3.67277927885767,5.43217934225698,541.283237686455,1.35080097911218e-11,1.80347153553688e-09
"109305",1871,"Orai1",3.17280030944241,5.8193291268635,540.781000079479,1.35850393356752e-11,1.80347153553688e-09
"207521",5770,"Dtx4",-4.96777750658227,3.8786327224287,537.537892607642,1.42047120154392e-11,1.85465602871739e-09
"104718",3442,"Ttc7b",5.29462745112361,5.7520127401323,536.451502160271,1.42704188344765e-11,1.85465602871739e-09
"66898",3248,"Baiap2l1",2.99901454498515,5.73765681602363,536.05503761109,1.43257822837411e-11,1.85465602871739e-09
"20750",1658,"Spp1",5.1790368558097,12.962879589918,534.74177410817,1.45398065072131e-11,1.86693499127453e-09
"13731",3440,"Emp2",-3.49594455616107,6.89809075726322,532.20224816232,1.49698447955057e-11,1.90652535546014e-09
"66251",2618,"Arfgap3",2.83073173176004,5.73283987788812,531.086028728281,1.51573377988621e-11,1.91483626305786e-09
"69179",3738,"Stimate",2.52928626064929,5.13987507391035,523.11473932416,1.66125102550524e-11,2.08084325620178e-09
"14182",5008,"Fgfr1",-2.48048702021201,8.33653460871083,522.46810717119,1.67370731108474e-11,2.08084325620178e-09
"244954",2525,"Prss35",6.46421699899989,0.516296744172753,376.711980345354,1.68847399621003e-11,2.08267284650631e-09
"14933",4427,"Gk",2.94541011332447,6.82080802468271,519.609025787872,1.73031246173629e-11,2.11760505571086e-09
"77596",3504,"Adgrf1",4.41368276036948,2.27670715123528,520.951214241032,1.75740911001613e-11,2.13409408592269e-09
"12505",5654,"Cd44",-5.99015313643737,7.50150521485858,516.790248506513,1.79142954441356e-11,2.15051240688059e-09
"11975",4029,"Atp6v0a1",2.3626423919976,5.74563281490072,516.309399138156,1.7983857344485e-11,2.15051240688059e-09
"224530",1991,"Acat3",3.07553167216297,4.11023918089201,514.598953324278,1.83540519712745e-11,2.17815321310617e-09
"20539",3513,"Slc7a5",2.55604202166022,8.03587134926347,512.71490054007,1.87611026596322e-11,2.20971934709127e-09
"79362",1421,"Bhlhe41",-3.86741678543956,6.7676154906714,507.644788684019,1.99264646997272e-11,2.32946320538229e-09
"17449",1958,"Mdh1",2.40491696575712,7.91723160069065,506.999220773833,2.0079103934459e-11,2.32991972691334e-09
"216858",2722,"Kctd11",-4.06891108564974,6.45443712696718,505.713275971359,2.03953588800764e-11,2.34921541806174e-09
"60599",5430,"Trp53inp1",-2.3333780085964,6.56431170060617,504.51760615237,2.06847245999867e-11,2.3651548237868e-09
"212862",3411,"Chpt1",3.02624480656915,6.42811575588107,503.536719449604,2.0929981293151e-11,2.37585620983486e-09
"100503332",947,"Gm19639",5.60921873227516,3.50722763123405,457.581382312343,2.15587528784672e-11,2.39947217136263e-09
"21881",3207,"Tkt",2.57914590014441,8.99096647236408,500.93516647519,2.1596572119882e-11,2.39947217136263e-09
"100504399",3815,"C130021I20Rik",-3.06764777661825,5.38582674971117,500.95914785145,2.1597547153663e-11,2.39947217136263e-09
"110895",3822,"Slc9a4",8.96497978957596,5.5161526488466,417.599531584334,2.304419852715e-11,2.54216457695637e-09
"74563",2244,"Rasgef1c",-7.90156875036942,2.00915860101551,300.928916452032,2.3628713962766e-11,2.58841821137573e-09
"54610",4440,"Tbc1d8",3.07234569015182,6.41712939985069,492.477574435551,2.39436765896375e-11,2.60470620678244e-09
"14696",2751,"Gnb4",6.68879693281279,3.98305764885595,490.195528807158,2.47118807936202e-11,2.66973525953145e-09
"209195",3743,"Clic6",-4.16441210013701,4.03914406126709,485.818905702931,2.54977058904569e-11,2.73576412858909e-09
"18667",6889,"Pgr",-4.87173568558143,4.81755065281755,484.741591709864,2.63710026011931e-11,2.81021602549449e-09
"18703",3849,"Pigr",6.790969189656,8.97634156587815,484.622622191478,2.6577403313409e-11,2.81307447908481e-09
"56473",1508,"Fads2",2.99011224916692,7.79776965985435,483.09717290368,2.68953864154993e-11,2.82762569260937e-09
"27053",1927,"Asns",2.43435932488199,5.97791792202291,482.153815258697,2.72153205872127e-11,2.84218664665791e-09
"14085",1585,"Fah",3.39464398138887,5.9563640117955,480.700341765315,2.77169574589999e-11,2.87540489135916e-09
"107476",9032,"Acaca",4.55166812539398,8.8097069682576,479.374945774552,2.81834741205302e-11,2.9045665927507e-09
"99035",1509,"Olah",7.47171157678375,6.84444308532552,475.552944685153,2.92933547536538e-11,2.99754238649796e-09
"53318",1578,"Pdlim3",-5.24083049203911,8.14078773964224,475.536704120023,2.96319766194943e-11,2.99754238649796e-09
"66277",2294,"Klf15",8.01027939190308,2.85506289863966,474.801698466916,2.96596916634014e-11,2.99754238649796e-09
"12351",1300,"Car4",9.32875265293705,4.79617295362077,481.87577682376,2.98912706167729e-11,3.00158175776761e-09
"217082",5665,"Hlf",3.73664236191353,6.04682859527775,468.530847250247,3.23675515405426e-11,3.20926862461619e-09
"116873",4910,"Stim2",2.43372647923553,5.37973370225134,467.893865929655,3.26327342111657e-11,3.20926862461619e-09
"16687",2258,"Krt6a",-7.17839248495491,4.99408098483435,471.280382095843,3.26698960718001e-11,3.20926862461619e-09
"69137",1988,"Vstm5",5.82264635131298,2.18780438710288,470.727308752386,3.2778996485068e-11,3.20926862461619e-09
"16425",3122,"Itih2",-8.03718454137106,3.50122778225346,435.891583908651,3.41326659880638e-11,3.31341503362655e-09
"16005",2111,"Igfals",3.688055504582,5.73685968070177,464.355839064612,3.4265766705873e-11,3.31341503362655e-09
"218476",5095,"Gcnt4",-9.3112042610326,2.85449330749508,343.827071092088,3.47648936729064e-11,3.31878182465493e-09
"19224",2864,"Ptgs1",4.96054481559357,5.18184773058514,462.40445612261,3.50599020708352e-11,3.31878182465493e-09
"68525",4111,"Evc2",-3.91113286579369,4.78002739325549,462.514449482202,3.5078070507118e-11,3.31878182465493e-09
"619973",699,"Gm12538",3.68315947291288,3.6695759433662,462.1773957108,3.51687062172179e-11,3.31878182465493e-09
"28146",2451,"Serp1",3.05187096309061,8.77901193662313,461.09797633451,3.56489575030862e-11,3.34395760051404e-09
"228543",1657,"Rhov",-3.02517563008746,5.45245103698973,458.296488075352,3.66887813256835e-11,3.42101047301686e-09
"100034251",469,"Wfdc17",8.83085630119123,4.27110905538647,317.405997073159,3.71159916437142e-11,3.42846084247347e-09
"64435",1911,"Fcamr",5.18141984861783,0.559702802991931,255.96630963237,3.72064055678577e-11,3.42846084247347e-09
"30049",3470,"Scd3",4.25350807384825,2.27933697292818,463.577169081215,3.91255370953026e-11,3.57660558417144e-09
"12994",1597,"Csn3",4.95281009559791,13.4606078963203,453.77138311306,3.9270741173156e-11,3.57660558417144e-09
"231070",2648,"Insig1",4.79389244857273,6.67380873532462,451.952994290876,4.02352698197357e-11,3.64326879610497e-09
"170439",5951,"Elovl6",2.95220421063719,5.71376750590535,450.671364429766,4.09313788554714e-11,3.68500028604e-09
"99439",5267,"Duox1",5.17798179001021,4.83636904055967,449.459851544503,4.1621337639143e-11,3.72060116987802e-09
"108079",8201,"Prkaa2",3.6561177902433,6.02068957687588,449.112946690678,4.18018388699989e-11,3.72060116987802e-09
"104009",3361,"Qsox1",3.65119184582793,8.09590649800211,445.778938456035,4.37192086270528e-11,3.86927346408352e-09
"16168",1285,"Il15",4.6529977403986,3.66303252524542,444.797341142865,4.44494617200993e-11,3.89324888639409e-09
"67432",1635,"Hoga1",4.11025519780476,3.75130146942235,444.791411424059,4.44871720820008e-11,3.89324888639409e-09
"229933",3921,"Clca2",5.24633425570519,2.22698892296086,444.791353754777,4.47707987113757e-11,3.89630312118723e-09
"193813",2275,"Mcfd2",2.1959522535614,7.00640118054459,441.794981428385,4.6153725484875e-11,3.99446469458877e-09
"17436",3577,"Me1",3.1510296913285,7.14387383586556,440.976244238508,4.66749704859809e-11,4.01738138825764e-09
"68428",3177,"Steap3",3.27890719282666,4.85158651848527,438.808774101994,4.81012696116404e-11,4.10071404395172e-09
"72315",1278,"Ccdc74a",5.30556769605288,2.6383647781075,439.303881875147,4.81667018249036e-11,4.10071404395172e-09
"207596",9030,"Thsd4",-3.22739787196512,4.70056323271,437.810291826046,4.87841801466579e-11,4.10783459204337e-09
"211347",7365,"Pank3",2.16962715113647,7.27769420094619,437.741283514114,4.87940031796182e-11,4.10783459204337e-09
"15375",3188,"Foxa1",-2.94893933249116,4.72667265032486,441.009479314099,4.90370296017944e-11,4.10783459204337e-09
"66049",1392,"Rogdi",2.66448756256307,5.85796199629295,436.978671755641,4.93150391935068e-11,4.10914940939513e-09
"56753",1764,"Tacstd2",-5.76710382485226,5.51954520759179,435.813247934514,5.01486171985191e-11,4.14994808285112e-09
"14456",2593,"Gas6",-5.59933482551216,8.43055348156764,435.407407163566,5.04008801866851e-11,4.14994808285112e-09
"11772",4639,"Ap2a2",2.19095060051067,6.2976576776474,435.113515105502,5.05994308218681e-11,4.14994808285112e-09
"100201",4681,"Tmem64",2.3289902210259,6.2261931318699,433.409231213517,5.18118563383425e-11,4.2272537996882e-09
"74413",2584,"Tc2n",4.03172789299292,4.7275644810882,430.535780763632,5.41628528078503e-11,4.37517624216938e-09
"78286",12066,"Nav2",-4.73445604348987,6.27097268644795,430.368555414981,5.41834785177695e-11,4.37517624216938e-09
"380714",931,"Rph3al",2.91079196018654,3.2092873885091,429.73961657998,5.45767421213047e-11,4.38433161707814e-09
"19659",2628,"Rbp1",-3.89269851013657,6.82960010631744,426.563605207632,5.70533726236625e-11,4.55153920402607e-09
"319352",2338,"Pianp",-4.7710554266028,5.14395678688433,431.307666427024,5.72392737435771e-11,4.55153920402607e-09
"209683",10780,"Ttc28",-4.45410374351057,6.44535461702595,426.171091150877,5.76085535018254e-11,4.55776762932372e-09
"109154",5952,"Mlec",2.23372574470103,7.93663686989234,424.093448535357,5.90664702771712e-11,4.64962943161752e-09
"19417",4729,"Rasgrf1",-7.56126602030743,1.80399216814684,228.997023529422,6.00907547842824e-11,4.70660836847892e-09
"56454",3527,"Aldh18a1",2.99745787880283,6.62956821105461,421.937626274422,6.09096365941e-11,4.7417408036137e-09
"55979",2253,"Agpat1",2.13318762586327,5.68705590708946,421.484667383021,6.13057003513653e-11,4.7417408036137e-09
"66329",1436,"Susd3",6.22867304726365,0.870734428508363,255.302946185778,6.14473911990796e-11,4.7417408036137e-09
"67963",3262,"Npc2",2.15464538821006,7.27705739463049,420.222468197051,6.24236841747277e-11,4.77555875805183e-09
"22169",3189,"Cmpk2",4.83091146747849,3.98480722196461,420.241158593592,6.24953428280004e-11,4.77555875805183e-09
"213006",4853,"Mfsd4a",2.62011404433852,4.3604015164452,418.683221640253,6.38347630934211e-11,4.85423089251671e-09
"67122",2582,"Nrarp",-4.26986534915071,3.5027937562376,418.175708285306,6.45933608490688e-11,4.88818839468919e-09
"18569",2556,"Pdcd4",3.23480208621722,7.11807220897167,417.485243622336,6.49317073958222e-11,4.89016921324786e-09
"226245",2388,"Plekhs1",-4.53737952983688,5.48736012777385,417.348899075395,6.55445329286102e-11,4.89159625489752e-09
"12231",3449,"Btn1a1",3.83186731066934,10.3037757830061,416.515309055207,6.58515447227291e-11,4.89159625489752e-09
"70456",854,"Mpc2",2.7808103463494,6.12368544641209,416.474614956033,6.5887443969574e-11,4.89159625489752e-09
"110208",2224,"Pgd",2.37362545656463,7.48285165004535,416.044735227917,6.62983953915087e-11,4.89888850852823e-09
"60510",3816,"Syt9",3.53737404297772,4.11292594747917,415.429630549147,6.69226022121808e-11,4.92179607349207e-09
"207181",8216,"Rbms3",-4.25047624815097,6.33168625803795,415.004098893509,6.74467328384161e-11,4.92189698642934e-09
"67398",2934,"Srpra",1.96604233718623,7.30213306226452,414.753003404492,6.75523684699845e-11,4.92189698642934e-09
"269094",2928,"D730002M21Rik",4.12089720987631,3.39541863164321,414.835090770802,6.79304156189671e-11,4.92652759569963e-09
"76574",2151,"Mfsd2a",2.38099687927764,6.75489529833755,411.906269396394,7.04147479494421e-11,5.06493118041392e-09
"17131",4441,"Smad7",-3.43256514908275,7.26482202274781,411.841759766543,7.04854770079946e-11,5.06493118041392e-09
"56316",2899,"Ggcx",2.55743196464204,4.38346975517629,411.36596327199,7.09803027745183e-11,5.07719836969328e-09
"14275",1407,"Folr1",5.02018090651812,7.47651932318652,411.184171659162,7.19128733421414e-11,5.12052345865748e-09
"226499",3242,"Odr4",2.11357344847906,5.37083763059787,409.896336273459,7.25211582293948e-11,5.14047033331887e-09
"218194",5922,"Phactr1",3.56858115021878,3.72661874522934,409.152380099957,7.34295990566565e-11,5.18141742893029e-09
"228432",3377,"Ano3",2.75197691222747,4.92447150094035,407.302444454947,7.5665699487845e-11,5.31526090796902e-09
"224022",3231,"Slc7a4",2.4922752685918,4.47282914940142,404.961293682687,7.81755039609744e-11,5.46705031048511e-09
"225115",7424,"Svil",-2.98213976207,7.93675079558433,403.873726566173,7.92831478214125e-11,5.49821222040546e-09
"12043",7749,"Bcl2",-4.68061732524968,4.2224256360902,404.002056647044,7.9518733721765e-11,5.49821222040546e-09
"17850",3675,"Mmut",2.16551147221502,5.42060381856406,403.5440589473,7.96740615405069e-11,5.49821222040546e-09
"80752",3001,"Fam20c",3.93947758963439,6.58809378725661,400.656091890718,8.31948992242103e-11,5.69896668533116e-09
"58245",2877,"Gpr180",2.41477636735147,4.49175678264657,400.567388143379,8.33107801430472e-11,5.69896668533116e-09
"54405",494,"Ndufa1",2.03207289126764,5.8620577220344,398.466724338642,8.59844159241252e-11,5.85628641500618e-09
"83679",15208,"Pde4dip",2.07852728215431,5.74725529866486,397.006619457527,8.79055422278683e-11,5.96121350216258e-09
"213696",1497,"Duoxa1",4.92387318248263,4.56537894598848,393.17836394162,9.33175729384892e-11,6.2748865881493e-09
"19729",1022,"Slc50a1",2.42146456410836,5.97454778328738,392.417778650859,9.42759229003526e-11,6.2748865881493e-09
"226251",7073,"Ablim1",-2.49516911395598,5.30841581841762,392.352147429095,9.440165207782e-11,6.2748865881493e-09
"14718",2058,"Got1",3.66329567431204,7.90571656352065,392.316556572806,9.44267294084359e-11,6.2748865881493e-09
