"","Length","Symbol","logFC","logCPM","F","PValue","FDR"
"26365",3736,"Ceacam1",-3.49363029259341,8.25388706536952,140.616289125079,3.99235177763094e-08,1.40381675814682e-05
"20564",4996,"Slit3",1.32571231631287,6.0676338234133,140.43626742015,4.04951170268854e-08,1.40381675814682e-05
"107094",4320,"Rrp12",-1.71797856166152,6.42786682724661,139.826143788529,4.12228349024921e-08,1.40381675814682e-05
"14287",2263,"Fpgs",-1.42373667664122,5.22129921208634,137.986761617781,4.44672926378025e-08,1.4579363900231e-05
"59028",1803,"Rcl1",-1.91078619160222,4.6627954147184,137.461582970957,4.54497247659624e-08,1.4579363900231e-05
"12023",1791,"Barx2",1.97706123789544,4.55148500516044,137.3848684674,4.56041385963177e-08,1.4579363900231e-05
"18019",8348,"Nfatc2",1.99144084420341,7.24286942162962,135.3398313623,4.96856435632447e-08,1.55665121283646e-05
"14115",4477,"Fbln2",-2.26513744988056,6.44777451492269,133.637884558876,5.34048728404745e-08,1.64036731969811e-05
"232016",3284,"Itprid1",2.57357318131225,6.40859898433141,131.984628885492,5.73509047461615e-08,1.72769600547811e-05
"68108",3172,"Snhg17",-1.54826377735164,4.74328313244489,131.178702565971,5.93566133964332e-08,1.75437990350024e-05
"72515",3450,"Wdr43",-1.92595527921538,6.60728274355229,130.595874625339,6.08768019862353e-08,1.76599093169329e-05
"545370",18316,"Hmcn1",1.5617413051957,5.92710308026373,130.521137000644,6.35614277234712e-08,1.81034502779669e-05
"235542",7361,"Ppp2r3a",1.10244591526563,6.67731765752124,129.11063024638,6.49710781779896e-08,1.8174498922468e-05
"67619",1647,"Nob1",-1.25771663962938,5.04386703317221,128.377772977906,6.71110439532665e-08,1.84437632197881e-05
"11555",2144,"Adrb2",-1.58371423465206,5.82236120965337,126.551411742524,7.28014420806509e-08,1.88310890026357e-05
"20677",2967,"Sox4",-1.52636574403813,7.7107089585649,126.037982183849,7.45011485517174e-08,1.88310890026357e-05
"98682",5591,"Mfsd6",1.06090911614795,6.50973302323686,125.357519191242,7.68257973874525e-08,1.88310890026357e-05
"52530",1004,"Nhp2",-1.5718567475062,5.55859459066989,125.32146596911,7.69537609650858e-08,1.88310890026357e-05
"74134",2621,"Cyp2s1",2.0610809932813,3.31617679719741,126.097287985093,7.73243298833009e-08,1.88310890026357e-05
"329739",5702,"Eeig2",1.51715213374919,4.65988975987821,125.073493080756,7.7842849170272e-08,1.88310890026357e-05
"67971",1024,"Tppp3",2.59740070969053,6.37556345557639,125.026398438772,7.80078226644102e-08,1.88310890026357e-05
"18260",3192,"Ocln",-3.52308675066951,5.31746170807077,125.452705597015,7.87692121438678e-08,1.88310890026357e-05
"16835",4534,"Ldlr",1.24075275628076,7.78643296723291,124.217558137028,8.09115329599696e-08,1.88310890026357e-05
"22339",4174,"Vegfa",-1.78509092152858,8.55493493820586,123.934102091454,8.19663149551343e-08,1.88310890026357e-05
"12833",3976,"Col6a1",2.56962894699394,6.75943890800989,123.890159200444,8.21597097642293e-08,1.88310890026357e-05
"19092",4696,"Prkg2",1.9734197380885,1.88400130100502,88.4437060450765,8.29457479209616e-08,1.88310890026357e-05
"12266",5133,"C3",-4.03901701492487,9.4453429487036,123.29400720984,8.44076907445035e-08,1.88892353644664e-05
"65972",982,"Ifi30",-1.16646489923854,7.07288522824,121.291070851878,9.26104660640549e-08,2.0432999308358e-05
"211064",1949,"Alkbh1",-1.44915929599487,4.03115814603342,120.954535518939,9.40865223793671e-08,2.04703524037887e-05
"12424",686,"Cck",4.01063030505357,4.11017128666282,120.255147888105,9.76386488990511e-08,2.09521840411457e-05
"76123",3488,"Gpsm2",2.16086752382295,6.00507639737792,119.500891861971,1.00742223254952e-07,2.12747190172846e-05
"240505",5994,"Cdc42bpg",1.16794307535636,7.06684844983768,119.266586173338,1.01857895071583e-07,2.12747190172846e-05
"14748",2143,"Gpr3",-1.17152394190952,5.74679680615426,118.154631688096,1.07412507323037e-07,2.21396964107287e-05
"68828",2038,"Sync",3.65377068795294,2.05878215865703,114.718078450813,1.09703253085046e-07,2.22823868647006e-05
"14113",1159,"Fbl",-1.58643226229556,5.11889205892453,117.396510740633,1.11368974713393e-07,2.22823868647006e-05
"381410",3740,"Zfp408",1.15932668177467,4.62842105624125,117.210569002708,1.12372075474711e-07,2.22823868647006e-05
"26897",1559,"Acot1",-2.11061489452745,6.70572342253719,116.106020226337,1.18532657074176e-07,2.32101759133371e-05
"75767",7965,"Rab11fip1",-1.33918656899633,6.43765526917665,115.223917570248,1.23738593685571e-07,2.39304329640059e-05
"52040",4319,"Ppp1r10",1.85128830687484,7.40499579115353,113.861323854611,1.32304619705841e-07,2.50133135017762e-05
"319530",3243,"Zfp750",-4.09432139029378,5.2304880177752,113.738856987044,1.32531440832903e-07,2.50133135017762e-05
"67451",2891,"Pkp2",-3.44125423553982,5.00488078285088,113.501505139668,1.38506893086501e-07,2.58042009790555e-05
"270150",1086,"Ccdc153",3.17096255378968,2.43270822586558,193.752437341341,1.400164113131e-07,2.58042009790555e-05
"625638",2367,"Fam43b",-2.24258512591327,1.65166881006275,120.987124117749,1.45699153263997e-07,2.61928425006315e-05
"108673",3003,"Ccdc86",-1.41443153357627,4.86845550871138,111.730350319746,1.47139370005799e-07,2.61928425006315e-05
"59031",1786,"Chst12",2.19501585364282,2.70904094929855,111.784762475898,1.47141406961735e-07,2.61928425006315e-05
"226251",7073,"Ablim1",1.07248204983096,5.30841581841762,111.483073505887,1.49002437076317e-07,2.62261031101181e-05
"53624",1453,"Cldn7",-3.24947646599656,7.14418319185771,110.58862711831,1.56035930116867e-07,2.71589205031192e-05
"320311",8529,"Rnf152",2.05193270465392,1.99918835853329,103.963715441373,1.61291884973654e-07,2.77652459133218e-05
"68728",3934,"Trp53inp2",0.974677496758428,6.74216096260216,109.023280295823,1.68839501438737e-07,2.87485955438893e-05
"211945",6439,"Plekhh1",-2.36092493136283,3.87687727030087,108.256955648592,1.75718363697177e-07,2.95981523367341e-05
"327900",3032,"Ubtd2",-1.2795082883379,5.35172248998802,107.964257117434,1.78330449273927e-07,2.97185796582561e-05
"53311",1829,"Mybph",-2.11705240113044,4.01770696968673,108.075517264706,1.8105919455757e-07,2.97943883428406e-05
"320685",2784,"Dctd",-2.34050373615309,3.14677250508124,107.520152420985,1.82589293387341e-07,2.97943883428406e-05
"13400",2761,"Dmpk",1.79490835890493,6.66654727907142,107.286991811684,1.84735158706518e-07,2.98337758880165e-05
"226025",10717,"Trpm3",-2.25222403427499,4.14087071823409,101.675039705031,1.99365193118093e-07,3.17245777310002e-05
"71819",3426,"Kif23",-2.82122509296726,3.66068700665956,105.702834137155,2.00851934605617e-07,3.17245777310002e-05
"13511",5729,"Dsg2",0.917293611311302,7.08515900601015,105.536633195918,2.02518849224387e-07,3.17245777310002e-05
"14038",544,"Wfdc18",-2.23367758823485,10.4109797993403,104.604912678503,2.12805996751215e-07,3.29094933937763e-05
"22776",3501,"Zim1",2.18043830984913,0.814231955494347,100.139962067646,2.14284604287596e-07,3.29094933937763e-05
"12373",2461,"Casq2",1.79340087857753,5.46464437832231,90.2912987847004,2.22028912129334e-07,3.37677952282138e-05
"235036",1671,"Ppan",-1.5833497830077,5.45138183179569,103.077718582482,2.30997025394569e-07,3.4793926950057e-05
"69237",2579,"Gtpbp4",-1.03968555302123,6.14130540248975,102.163221583233,2.42754790861291e-07,3.59618568590888e-05
"67702",2434,"Rnf149",-1.01933941333181,6.5069306948661,101.906620202845,2.46177978729965e-07,3.59618568590888e-05
"16071",320,"Igkc",-6.19563669814213,-0.0395488767119954,73.1898345755474,2.47563686168414e-07,3.59618568590888e-05
"20539",3513,"Slc7a5",-1.08684816857304,8.03587134926347,101.776606140428,2.47933644480152e-07,3.59618568590888e-05
"74035",3978,"Nol9",-1.46135193960373,5.35567588139333,101.272556030151,2.54882189606954e-07,3.65135044633147e-05
"11535",1381,"Adm",-1.37773938351699,4.64585742924123,101.168810823691,2.56398690773356e-07,3.65135044633147e-05
"22704",4637,"Zfp46",1.04494807170131,6.45858254343776,100.666247277736,2.63539023968609e-07,3.67481120446079e-05
"78748",3497,"Rassf10",-2.07653930954078,3.526636538097,100.504888651988,2.66229925338988e-07,3.67481120446079e-05
"56040",468,"Rplp1",-1.07207803838541,8.93444403487119,100.400460982181,2.67440589281048e-07,3.67481120446079e-05
"16906",2843,"Lmnb1",-1.83762657816429,5.53522791037747,100.358121770497,2.68070659496573e-07,3.67481120446079e-05
"70333",2248,"Polr1g",-1.35912173169207,4.53990025609388,100.244689172374,2.69775479420997e-07,3.67481120446079e-05
"23961",1840,"Oas1b",1.80796387984243,2.51793443489142,100.579777924812,2.72264155756154e-07,3.67673965510358e-05
"382038",5773,"Urb2",-1.17724317211638,5.25544213545693,99.1880108868923,2.86125011706371e-07,3.82527599346979e-05
"17279",2914,"Melk",-3.31349082045368,2.92421039693598,99.240307796674,2.8814718623009e-07,3.82527599346979e-05
"20448",4368,"St6galnac4",-1.7178279871846,3.60083970649939,98.3449490493036,3.0146230176407e-07,3.93015120477132e-05
"231713",3105,"Naa25",-1.27244419609539,5.48982327352685,98.0220044670276,3.05523672935068e-07,3.93015120477132e-05
"18826",4337,"Lcp1",-2.26689540993488,6.10680965686513,98.0060386968948,3.05933721706695e-07,3.93015120477132e-05
"12834",3729,"Col6a2",2.40167984883287,6.21037731996743,97.9963703124292,3.06082634524162e-07,3.93015120477132e-05
"118449",7116,"Synpo2",1.78738608607019,7.5193845030814,97.3820495761905,3.17319930360478e-07,4.03364782501538e-05
"100340",1925,"Smpdl3b",-3.19172488877591,3.46382584112109,97.2625812935132,3.19292901565214e-07,4.03364782501538e-05
"13139",2815,"Dgka",1.34370606365482,5.80770143546542,97.0375279303498,3.23104822960358e-07,4.04914964133921e-05
"12261",1165,"C1qbp",-1.30936314038917,6.01386180852562,96.7610811720644,3.28251379997711e-07,4.05547269291459e-05
"74754",4028,"Dhcr24",1.49781825549758,5.73651635725342,96.732629691274,3.28787125438974e-07,4.05547269291459e-05
"209737",4823,"Kif15",-2.68444573496861,2.9394660010566,96.168778343021,3.40214244534505e-07,4.14250630748269e-05
"67223",1213,"Rrp15",-1.52058477580123,4.67857104740212,96.0915827888018,3.41132022767486e-07,4.14250630748269e-05
"68026",2387,"Pclaf",-4.19267951682522,3.26970009586201,96.2320643622222,3.45471717161384e-07,4.16293419179467e-05
"208715",3283,"Hmgcs1",1.45653974123867,6.90207132288284,95.6424545189286,3.50072048118605e-07,4.1861668960137e-05
"13036",1623,"Ctsh",-1.44558318223392,6.05192003565327,94.7754444929935,3.68211606630521e-07,4.35792084028295e-05
"17931",3403,"Ppp1r12a",1.34133403560782,7.93118530195584,94.6895396388942,3.69999024422363e-07,4.35792084028295e-05
"18432",4117,"Mybbp1a",-1.17772425372893,7.55128174372215,93.4848591448554,3.97104949012734e-07,4.64227539274961e-05
"229595",3856,"Adamtsl4",1.9526581874241,4.56549201542881,93.2550927559348,4.02564520304767e-07,4.67123941524013e-05
"228543",1657,"Rhov",-3.63218424916172,5.45245103698973,92.7007642233228,4.14368816661593e-07,4.74505144157417e-05
"104662",3385,"Tsr1",-1.44336789914921,5.91796273486611,92.6590346150912,4.17023233651113e-07,4.74505144157417e-05
"20271",8547,"Scn5a",-2.07750636985751,4.61169258946451,79.5671264304526,4.18012830473818e-07,4.74505144157417e-05
"217946",2611,"Cdca7l",-1.41516052384083,4.39968967069597,92.4592673079209,4.22045397117922e-07,4.74591865780256e-05
"24088",2855,"Tlr2",-1.65950166095838,6.89903796809312,92.3746336982998,4.24148491600612e-07,4.74591865780256e-05
"235505",5867,"Cd109",1.98826328981113,4.59243480380768,91.9663084259109,4.39300972924414e-07,4.85381517519987e-05
"75991",4897,"Slain2",0.943969642270459,6.20237096149003,91.6893166349551,4.41909431929258e-07,4.85381517519987e-05
"14181",1159,"Fgfbp1",2.30940497675321,0.365087696325449,78.3798889989244,4.43086862466378e-07,4.85381517519987e-05
"223473",3825,"Nipal2",1.51680182903545,5.75042351582499,91.1479342215439,4.56552894270381e-07,4.91379949546694e-05
"83554",1953,"Fstl3",-1.67887505937651,4.41305345535713,91.1482223665197,4.57259923801686e-07,4.91379949546694e-05
"16785",1861,"Rpsa",-1.10401382163931,8.92962184402099,91.0964591475341,4.57973013940743e-07,4.91379949546694e-05
"56419",3516,"Diaph3",-2.38041673871832,3.18240852236607,90.9557899617968,4.62118915203512e-07,4.92455292970273e-05
"13731",3440,"Emp2",1.11691610719549,6.89809075726322,90.675607821054,4.69851221519302e-07,4.97312120614856e-05
"16819",853,"Lcn2",-1.79154583159718,10.9397966035877,90.4281054077102,4.76902947598328e-07,4.99444876779386e-05
"225845",3523,"Plaat3",-1.24557980866104,5.36546686263843,90.3825811128656,4.78242780190922e-07,4.99444876779386e-05
"18003",4712,"Nedd9",-1.13031726431549,7.68787283414143,90.1415032569921,4.85298338927312e-07,5.03456852933533e-05
"84004",2892,"Mcam",1.13100186439613,6.79419906006551,89.8995829681359,4.92540540738353e-07,5.07608392806993e-05
"218518",3382,"Marveld2",-2.66339899799429,4.6040442006969,89.7609906418133,5.04702980539034e-07,5.16743280401567e-05
"74427",4238,"Eaf1",-1.21301838620596,6.48620319056665,89.3470209288523,5.09482415217469e-07,5.18249482752055e-05
"22354",4902,"Vipr1",2.29855682579947,5.68814515023755,89.0687356995192,5.18315162907318e-07,5.20146917127399e-05
"110196",1461,"Fdps",1.79180576739948,4.91823117349662,88.8674828481831,5.24779825786994e-07,5.20146917127399e-05
"19281",6449,"Ptprt",-1.95669694548188,2.16451050133075,84.493516035048,5.25155075807714e-07,5.20146917127399e-05
"216877",5179,"Dhx33",-1.07279472283827,5.72720005091837,88.8036459087316,5.26831454215835e-07,5.20146917127399e-05
"69288",4631,"Rhobtb1",1.83363826372888,2.79247884006157,88.7484233922593,5.29154275208965e-07,5.20146917127399e-05
"76964",1763,"2610028H24Rik",4.2744152571098,-0.640146160549617,64.9502664905628,5.31270390937656e-07,5.20146917127399e-05
"11910",1977,"Atf3",1.87234273983716,10.3452244135194,88.490330218321,5.3714351823671e-07,5.22630634358886e-05
"74376",8280,"Myo18b",2.42525431690222,-0.328639882323077,74.9728896874577,5.50134228415354e-07,5.31966215316452e-05
"66977",2405,"Nuf2",-2.70341464208413,2.57126923723208,88.0010476271057,5.54964666322661e-07,5.33344877174508e-05
"170459",2985,"Stard4",1.59340155075054,4.11536718450723,87.822609782257,5.59983688883407e-07,5.34886858924303e-05
"331474",4766,"Rtl5",-2.0982071168082,3.87516569170901,87.6059542704984,5.67678169711345e-07,5.38950213850195e-05
"20135",2180,"Rrm2",-1.80868962980322,5.20714779898892,87.2736320678722,5.79500798955061e-07,5.46860241905484e-05
"21771",2249,"Utp4",-0.978790870612735,5.61023781302957,87.0479624552559,5.87761469961269e-07,5.51334336942711e-05
"54189",5423,"Rabep1",0.935104017607505,5.33741197024878,86.6328651011861,6.0337879943517e-07,5.62614815068567e-05
"23790",3436,"Coro1c",1.17368152968538,5.14808610383804,86.3793150251415,6.13229704019506e-07,5.68416764110388e-05
"52033",1646,"Pbk",-3.22849307744343,3.63221394400262,86.0159966028374,6.28674568686385e-07,5.79305124616013e-05
"71952",2346,"Riox1",-1.1505814307972,3.82985005442585,85.5652761678642,6.45724457372959e-07,5.91536469283474e-05
"17476",4336,"Mpeg1",-3.9281608695164,0.473523349754114,83.2963144662309,6.60936048606829e-07,6.01951348920115e-05
"27966",1537,"Rrp9",-1.12771219949455,5.00378529363394,85.0333111732028,6.68046978293859e-07,6.02662638594018e-05
"68184",2236,"Denr",-1.10442763051269,5.3916073390244,85.0011812272292,6.69411421100282e-07,6.02662638594018e-05
"109731",2412,"Maob",-2.77363709613696,3.204357952677,96.2548368743139,6.85027992464021e-07,6.13197914397079e-05
"68671",1835,"Pcyt2",1.064839381329,5.38392272726948,84.1010891802427,7.09442097220497e-07,6.30820536272562e-05
"13824",3853,"Epb41l4a",1.08455242244238,4.93589614861476,84.0295388163976,7.12768815322333e-07,6.30820536272562e-05
"80914",1338,"Uck2",-1.12609956992721,5.61824803604768,83.6104839435202,7.32427992534455e-07,6.41003842359036e-05
"320297",2807,"A830009L08Rik",4.1809690865256,-0.0981584128298265,89.0181090726701,7.3245890700458e-07,6.41003842359036e-05
"12428",2811,"Ccna2",-2.16345506658656,3.7674551361526,83.5030232607277,7.37807211383931e-07,6.42097220351626e-05
"70466",3137,"Ckap2l",-2.36401791530216,3.33771842265359,83.2261005193715,7.51539758614372e-07,6.50434824237245e-05
"13650",2939,"Rhbdf1",-0.964686381767347,6.86926999753194,82.9347016492327,7.65522652062441e-07,6.58896282668029e-05
"66422",634,"Dctpp1",-1.70231887790527,3.89831491387055,82.7575231575355,7.74628386592012e-07,6.59877882498918e-05
"14623",2476,"Gjb6",-2.8466877323494,4.86261544369657,83.2326827474195,7.78832408910956e-07,6.59877882498918e-05
"17754",11912,"Map1a",1.54747508892897,3.1571527706094,83.0410283571776,7.79300403844876e-07,6.59877882498918e-05
"16551",4819,"Kif11",-2.25844746505842,3.71955532787246,82.2146974771816,8.03030664918609e-07,6.68582187155868e-05
"78834",2486,"Zfp623",-1.44258641061565,3.7318768829947,82.1808030230513,8.04626551322803e-07,6.68582187155868e-05
"224139",11025,"Golgb1",0.898225963543415,6.43322596422958,82.1070458644389,8.084512147255e-07,6.68582187155868e-05
"19283",8068,"Ptprz1",3.15620282130212,4.3541738262968,82.4328069867396,8.10765769221274e-07,6.68582187155868e-05
"22224",3236,"Usp10",-0.97108275176711,6.39945905498009,82.0061075742289,8.13876218656199e-07,6.68582187155868e-05
"16665",1720,"Krt15",1.95311692360483,8.6550903373221,81.9838508898363,8.15187984339424e-07,6.68582187155868e-05
"328162",2433,"Trmt61a",-1.73732775766351,3.79237572255568,81.5904655505211,8.36752193255658e-07,6.80378565641479e-05
"68147",1271,"Gar1",-1.37683236501884,4.36951946967475,81.5627303395999,8.38257664658828e-07,6.80378565641479e-05
"56095",2865,"Ftsj3",-1.12820362658544,6.38759721789091,81.4158435012459,8.46456638007597e-07,6.83402129711515e-05
"72462",5077,"Rrp1b",-1.47551637456867,5.01276395822243,81.3414123822219,8.50708045284043e-07,6.83402129711515e-05
"27762",4313,"Vwa7",1.81049520220572,3.0822370347183,80.6033271200805,8.68322079649007e-07,6.93993131515393e-05
"238330",4112,"Irf2bpl",-0.88929710546738,7.24175218502831,80.7761207934912,8.83491074322942e-07,7.02532369506035e-05
"105522",5229,"Ankrd28",-1.40213651887145,5.81470916227676,80.613905100146,8.93180971948708e-07,7.05575666047266e-05
"17762",5387,"Mapt",1.14136650169063,4.06171198850927,80.9554839423107,8.9632657225283e-07,7.05575666047266e-05
"231440",2100,"Parm1",-1.54610822677761,4.24240801311775,80.4248622653012,9.04769021787657e-07,7.08660336315183e-05
"620695",1291,"Gm13889",-1.75911861077402,5.91952658245648,80.0549187123728,9.27560437018572e-07,7.22897226163977e-05
"269261",638,"Rpl12",-1.05721348278272,6.67581095141133,79.7125770758508,9.4931218812449e-07,7.32696391679215e-05
"15357",4430,"Hmgcr",1.1989694583351,6.33492664326594,79.7098519085995,9.4948846160792e-07,7.32696391679215e-05
"16598",1816,"Klf2",1.90895365463274,6.39903385939452,79.5407538347718,9.60473559791493e-07,7.37540113437929e-05
"226922",6980,"Kcnq5",1.3085826798689,4.80705717432661,70.8651347402116,9.78428152726297e-07,7.44833471532961e-05
"16852",800,"Lgals1",1.60162036931631,7.19705056125954,79.2563403690315,9.79480977566485e-07,7.44833471532961e-05
"13447",4245,"Doc2b",-2.03045100295586,5.0398601330251,79.0474149465488,9.94867653535162e-07,7.49354403261471e-05
"50908",2985,"C1s1",-1.56294639009315,5.24694562709284,78.9942566940004,9.97523596399112e-07,7.49354403261471e-05
"208628",6961,"Kntc1",-2.36415076788316,3.84796663395878,78.9588847248899,9.99777020629731e-07,7.49354403261471e-05
"18973",7129,"Pole",-2.0873241760719,4.5051777662758,78.5006225653384,1.03149552029363e-06,7.61877448618818e-05
"65112",4531,"Pmepa1",-2.24721207381684,8.03213996970139,78.4555837157516,1.03458361194561e-06,7.61877448618818e-05
"68048",2580,"Aen",-1.17005399397651,5.34641566934836,78.4531991942958,1.03475733839912e-06,7.61877448618818e-05
"333654",3130,"Ppp1r13l",-1.16561843869905,6.2079287177476,78.4250383828834,1.03676605514768e-06,7.61877448618818e-05
"20444",4470,"St3gal2",1.04508274999987,4.22853066143362,78.526772265343,1.04080289820892e-06,7.61877448618818e-05
"14619",2404,"Gjb2",-3.36571045183653,6.55188777623607,78.1151572977044,1.06073157969198e-06,7.72853962598831e-05
"226255",6586,"Atrnl1",1.13879326657115,5.93041761409855,78.0035232825849,1.06740468044144e-06,7.74115477736812e-05
"71874",2362,"Mab21l4",-5.99664939416221,2.11550203892352,59.7335174461343,1.09923073621264e-06,7.90313203923273e-05
"78749",4044,"Filip1l",1.51478305460316,5.11500018829873,77.5400413702829,1.1031610391936e-06,7.90313203923273e-05
"14087",4541,"Fanca",-2.6576424882992,3.48270485916988,77.5368941485555,1.10487450787869e-06,7.90313203923273e-05
"100217456",68,"Snord53",-2.60353746092116,0.686329964046291,77.4850161382239,1.12875579191576e-06,8.03725430925469e-05
"57741",2785,"Noc2l",-1.08009112604699,6.27234712942186,76.9662061796886,1.14739247900555e-06,8.1182883648241e-05
"66970",6656,"Ssbp2",1.04409195975558,4.92124268684416,76.8537637163013,1.1566212585441e-06,8.1182883648241e-05
"72027",2226,"Slc39a4",-2.21832272260956,4.28231998987161,76.8684643615378,1.15725120119526e-06,8.1182883648241e-05
"16658",3389,"Mafb",-1.0272865404687,5.16463535416454,76.8001173866419,1.16086600301347e-06,8.1182883648241e-05
"67949",1894,"Nifk",-1.21298379313834,5.54138902972778,76.6635051256975,1.17203519041966e-06,8.13449662147233e-05
"16590",5182,"Kit",-3.76335900317163,6.42504379223685,76.7100225409216,1.17356925403942e-06,8.13449662147233e-05
"76509",1846,"Plet1",-2.76309225198576,10.2184505969585,76.5160129527296,1.18426086596293e-06,8.17244337678825e-05
"226245",2388,"Plekhs1",-1.13118387046774,5.48736012777385,76.3000574847901,1.20639610161292e-06,8.27486330455915e-05
"24004",2508,"Rai2",1.14997099134373,5.10219063749668,76.2331708649533,1.21094157285407e-06,8.27486330455915e-05
"98999",7218,"Znfx1",1.05991051611235,4.64642827582208,76.1537558953521,1.21494960743607e-06,8.27486330455915e-05
"228359",3331,"Arhgap1",1.26325903015233,7.27603834672133,75.6301818194712,1.26090011470464e-06,8.55064947915505e-05
